segmentation_pspnet_dice_train_time,segmentation_pspnet_dice_val_time,segmentation_pspnet_dice_train_loss,segmentation_pspnet_dice_train_accuracy,segmentation_pspnet_dice_train_precision,segmentation_pspnet_dice_train_recall,segmentation_pspnet_dice_train_mcc,segmentation_pspnet_dice_train_cohen_kappa,segmentation_pspnet_dice_train_iou_0,segmentation_pspnet_dice_train_iou_1,segmentation_pspnet_dice_train_iou_2,segmentation_pspnet_dice_train_iou_3,segmentation_pspnet_dice_train_iou_4,segmentation_pspnet_dice_train_iou_5,segmentation_pspnet_dice_train_iou_6,segmentation_pspnet_dice_train_iou_7,segmentation_pspnet_dice_train_iou_8,segmentation_pspnet_dice_train_iou_9,segmentation_pspnet_dice_train_iou_mean,segmentation_pspnet_dice_val_loss,segmentation_pspnet_dice_val_accuracy,segmentation_pspnet_dice_val_precision,segmentation_pspnet_dice_val_recall,segmentation_pspnet_dice_val_mcc,segmentation_pspnet_dice_val_cohen_kappa,segmentation_pspnet_dice_val_iou_0,segmentation_pspnet_dice_val_iou_1,segmentation_pspnet_dice_val_iou_2,segmentation_pspnet_dice_val_iou_3,segmentation_pspnet_dice_val_iou_4,segmentation_pspnet_dice_val_iou_5,segmentation_pspnet_dice_val_iou_6,segmentation_pspnet_dice_val_iou_7,segmentation_pspnet_dice_val_iou_8,segmentation_pspnet_dice_val_iou_9,segmentation_pspnet_dice_val_iou_mean
405.00289726257324,123.88436102867126,0.8396846600200819,0.6496201753616333,0.6496201753616333,0.6496201753616333,0.4830666482448578,0.4790446162223816,0.000678269483614713,0.10881808400154114,0.23750925064086914,0.025016047060489655,0.26096731424331665,0.4259425401687622,0.44574153423309326,0.0016478181350976229,0.004501956980675459,0.6494224071502686,0.21602454781532288,0.8292039791742961,0.6596434116363525,0.6596434116363525,0.6596434116363525,0.4745495617389679,0.4654577374458313,0.0,0.036789670586586,0.18268726766109467,0.02550174482166767,0.2831272780895233,0.3767951428890228,0.4355517625808716,0.0008212907705456018,0.0049614207819104195,0.6837476491928101,0.2029983252286911
401.5288014411926,122.49613809585571,0.8016726944757544,0.7353207468986511,0.7353207468986511,0.7353207468986511,0.5927935242652893,0.5919559597969055,0.0,0.28360825777053833,0.3872283697128296,0.15735562145709991,0.3912044167518616,0.49554726481437683,0.5392367839813232,0.007519309408962727,0.018129810690879822,0.7327286601066589,0.30125585198402405,0.7876699407895406,0.7558674812316895,0.7558674812316895,0.7558674812316895,0.6266794204711914,0.6260079145431519,0.0,0.2796661853790283,0.3723887801170349,0.18764470517635345,0.4554618299007416,0.4991777837276459,0.5861719250679016,0.007946744561195374,0.009512658230960369,0.7623227834701538,0.3160293400287628
414.66509199142456,122.71283411979675,0.7907601789287899,0.7605170011520386,0.7605170011520386,0.7605170011520386,0.6275724768638611,0.6271339654922485,0.0,0.3240107595920563,0.4456566870212555,0.17718476057052612,0.44586294889450073,0.5268803238868713,0.5756413340568542,0.014022761955857277,0.04160653427243233,0.7586532831192017,0.3309519290924072,0.7847357869148255,0.7454289197921753,0.7454289197921753,0.7454289197921753,0.6164773106575012,0.615695595741272,0.0,0.3685975968837738,0.38182106614112854,0.2169548124074936,0.3595159649848938,0.514184296131134,0.5874767899513245,0.0195598267018795,0.0446002222597599,0.7502963542938232,0.32430070638656616
404.13976979255676,126.01172208786011,0.7827878153842428,0.7673418521881104,0.7673418521881104,0.7673418521881104,0.6365795135498047,0.6362084150314331,0.0,0.3303658664226532,0.483228862285614,0.18954721093177795,0.464903861284256,0.5492847561836243,0.5743286609649658,0.019799144938588142,0.08665633946657181,0.7633818984031677,0.34614965319633484,0.7728394389152526,0.7644051313400269,0.7644051313400269,0.7644051313400269,0.6428126096725464,0.6420596837997437,0.0,0.2815200686454773,0.4266795516014099,0.2175937443971634,0.48143646121025085,0.5555702447891235,0.607543408870697,0.025567078962922096,0.09271278232336044,0.7739372849464417,0.3462560772895813
403.78354263305664,122.93333530426025,0.7821100302364515,0.762607991695404,0.762607991695404,0.762607991695404,0.6318554878234863,0.6313005685806274,0.0,0.3334149420261383,0.4924783706665039,0.1813790500164032,0.4670121669769287,0.5421386361122131,0.5679796934127808,0.023308834061026573,0.08923797309398651,0.7552953362464905,0.3452244997024536,0.7728814919789632,0.7725452780723572,0.7725452780723572,0.7725452780723572,0.6535484194755554,0.6528307795524597,0.0,0.3437182605266571,0.4470022916793823,0.23578427731990814,0.4901196360588074,0.5194470286369324,0.6315633058547974,0.02407809905707836,0.08323747664690018,0.7787618637084961,0.35537123680114746
405.280620098114,123.91387796401978,0.7741141928278882,0.778107762336731,0.778107762336731,0.778107762336731,0.6558929085731506,0.6554272174835205,0.0,0.364174485206604,0.4938311278820038,0.2004396766424179,0.4936409890651703,0.5572404265403748,0.603920042514801,0.03312976285815239,0.0928887203335762,0.7737985253334045,0.36130639910697937,0.7681025266647339,0.7538970112800598,0.7538970112800598,0.7538970112800598,0.6359192132949829,0.6339133977890015,0.0,0.38295426964759827,0.47018739581108093,0.2294633686542511,0.4598143398761749,0.5332494974136353,0.5957123637199402,0.033911965787410736,0.07567860931158066,0.7394171953201294,0.3520388901233673
400.05172395706177,126.15779733657837,0.7727003123449243,0.7815649509429932,0.7815649509429932,0.7815649509429932,0.6593177318572998,0.6589794158935547,0.0,0.3599618673324585,0.5267917513847351,0.18713997304439545,0.5108819007873535,0.5633456707000732,0.6014164090156555,0.03975770249962807,0.09050647914409637,0.7772169709205627,0.3657018840312958,0.7652599692344666,0.768208920955658,0.768208920955658,0.768208920955658,0.6412575244903564,0.6385595798492432,0.0,0.38111501932144165,0.5465402603149414,0.24229933321475983,0.522114098072052,0.5533658862113953,0.5443307757377625,0.03710922971367836,0.08820443600416183,0.7606971859931946,0.36757761240005493
405.05207800865173,123.71946239471436,0.7682922184467316,0.7878493666648865,0.7878493666648865,0.7878493666648865,0.667833149433136,0.6675315499305725,0.0,0.36633235216140747,0.5233417749404907,0.20096947252750397,0.511346697807312,0.5737892389297485,0.6093135476112366,0.04959351569414139,0.09398416429758072,0.7872247099876404,0.3715895414352417,0.7866896152496338,0.7405267953872681,0.7405267953872681,0.7405267953872681,0.5942996144294739,0.589967668056488,0.0,0.3654322922229767,0.28902509808540344,0.20596271753311157,0.2745608687400818,0.5518290996551514,0.5220785737037659,0.04983656480908394,0.08579803258180618,0.7502431273460388,0.30947667360305786
406.82773447036743,121.66131925582886,0.7660517200179722,0.7839229106903076,0.7839229106903076,0.7839229106903076,0.6639239192008972,0.6635040044784546,0.0,0.3495050370693207,0.5206369757652283,0.19721022248268127,0.5323245525360107,0.5705527663230896,0.608535647392273,0.05523346737027168,0.09337222576141357,0.7769528031349182,0.37043237686157227,0.7565154552459716,0.7896205186843872,0.7896205186843872,0.7896205186843872,0.6798351407051086,0.6792911291122437,0.0,0.3739454448223114,0.5173395276069641,0.23682115972042084,0.5521716475486755,0.5655667185783386,0.6533805131912231,0.041643138974905014,0.08977299183607101,0.7848462462425232,0.3815487325191498
404.4025893211365,121.10319471359253,0.7646440759949062,0.7831600904464722,0.7831600904464722,0.7831600904464722,0.6625527739524841,0.6621755361557007,0.0,0.3691214919090271,0.53999263048172,0.19081822037696838,0.5244080424308777,0.5753666162490845,0.5955009460449219,0.054809946566820145,0.10042409598827362,0.778230607509613,0.37286725640296936,0.7532114624977112,0.7935736775398254,0.7935736775398254,0.7935736775398254,0.6846381425857544,0.6842377185821533,0.0,0.40078914165496826,0.5341371893882751,0.22185394167900085,0.5368719100952148,0.5572518706321716,0.6646718978881836,0.05351397395133972,0.07846786081790924,0.7931032776832581,0.384066104888916
