segmentation_enet_ce_train_time,segmentation_enet_ce_val_time,segmentation_enet_ce_train_loss,segmentation_enet_ce_train_accuracy,segmentation_enet_ce_train_precision,segmentation_enet_ce_train_recall,segmentation_enet_ce_train_mcc,segmentation_enet_ce_train_cohen_kappa,segmentation_enet_ce_train_iou_0,segmentation_enet_ce_train_iou_1,segmentation_enet_ce_train_iou_2,segmentation_enet_ce_train_iou_3,segmentation_enet_ce_train_iou_4,segmentation_enet_ce_train_iou_5,segmentation_enet_ce_train_iou_6,segmentation_enet_ce_train_iou_7,segmentation_enet_ce_train_iou_8,segmentation_enet_ce_train_iou_9,segmentation_enet_ce_train_iou_mean,segmentation_enet_ce_val_loss,segmentation_enet_ce_val_accuracy,segmentation_enet_ce_val_precision,segmentation_enet_ce_val_recall,segmentation_enet_ce_val_mcc,segmentation_enet_ce_val_cohen_kappa,segmentation_enet_ce_val_iou_0,segmentation_enet_ce_val_iou_1,segmentation_enet_ce_val_iou_2,segmentation_enet_ce_val_iou_3,segmentation_enet_ce_val_iou_4,segmentation_enet_ce_val_iou_5,segmentation_enet_ce_val_iou_6,segmentation_enet_ce_val_iou_7,segmentation_enet_ce_val_iou_8,segmentation_enet_ce_val_iou_9,segmentation_enet_ce_val_iou_mean
387.45068526268005,118.25153756141663,1.9108638685682546,0.37357884645462036,0.37357884645462036,0.37357884645462036,0.05387774482369423,0.053510427474975586,0.01594413071870804,0.009007955901324749,0.0270540714263916,0.024891899898648262,0.0498725026845932,0.06009173020720482,0.11668887734413147,0.005003588739782572,0.0032569868490099907,0.41154852509498596,0.07233603298664093,1.4228607137997946,0.5377498269081116,0.5377498269081116,0.5377498269081116,0.13300544023513794,0.09848004579544067,2.707816383917816e-05,8.080749830696732e-05,0.0004752372915390879,4.624805296771228e-05,0.015307113528251648,0.1564701348543167,0.01907411776483059,0.0,0.0,0.5515862107276917,0.07430668920278549
388.6904971599579,119.09848117828369,1.1831432982631351,0.5940502285957336,0.5940502285957336,0.5940502285957336,0.2809840142726898,0.26276421546936035,7.405031738016987e-06,4.653021733247442e-06,4.376160723040812e-05,2.489912503733649e-06,0.011135270819067955,0.2274470180273056,0.2680695354938507,2.381922058702912e-06,2.0103896076761885e-06,0.5974525809288025,0.1104167103767395,1.0925867160161336,0.620772123336792,0.620772123336792,0.620772123336792,0.4087495803833008,0.39813363552093506,0.0,0.0,0.0,0.0,0.0005614135880023241,0.27972882986068726,0.44922736287117004,0.0,0.0,0.6316463947296143,0.1361164003610611
386.10384821891785,119.07542538642883,1.0104481124359628,0.650720477104187,0.650720477104187,0.650720477104187,0.4368111789226532,0.42904675006866455,0.0,0.0,0.0,8.518007234670222e-06,0.03138910233974457,0.32025593519210815,0.44647496938705444,0.0,0.0,0.6630269289016724,0.14611554145812988,0.970271231730779,0.6810261607170105,0.6810261607170105,0.6810261607170105,0.519598662853241,0.510514497756958,0.0,0.0,0.0,3.942665898648556e-06,0.11191553622484207,0.34058207273483276,0.5588732361793518,0.0,0.0,0.7010136246681213,0.17123885452747345
383.44132709503174,118.4998631477356,0.9561168059058811,0.6830279231071472,0.6830279231071472,0.6830279231071472,0.4858259856700897,0.4808405041694641,0.0,0.0,0.0051599955186247826,0.00010627212759573013,0.2099580466747284,0.35843366384506226,0.48272472620010376,0.0,0.0,0.6920022964477539,0.17483849823474884,0.921756245692571,0.7079951763153076,0.7079951763153076,0.7079951763153076,0.545292854309082,0.5414624214172363,0.0,0.0,0.040218912065029144,0.0,0.35462868213653564,0.39358648657798767,0.569805920124054,0.0,0.0,0.6958447694778442,0.2054084837436676
387.57945227622986,118.00234198570251,0.889468076436416,0.7133023738861084,0.7133023738861084,0.7133023738861084,0.5330865383148193,0.5293602347373962,0.0,0.0,0.06686954945325851,3.8806101656518877e-05,0.3720838129520416,0.4008287191390991,0.5109491944313049,0.0,0.0,0.717802882194519,0.20685730874538422,0.8631440917650859,0.723171591758728,0.723171591758728,0.723171591758728,0.5741531252861023,0.5712448358535767,0.0,0.0,0.05136626958847046,0.0,0.5117948651313782,0.424208402633667,0.5792351365089417,0.0,0.0,0.7083518505096436,0.22749565541744232
388.5606746673584,117.97077536582947,0.8531939037468123,0.7244468331336975,0.7244468331336975,0.7244468331336975,0.5560810565948486,0.5536481142044067,0.0,0.0,0.14320026338100433,0.00022203462140168995,0.42791545391082764,0.4220762848854065,0.5223208069801331,0.0,0.0,0.7302667498588562,0.2246001809835434,0.9287346919377645,0.7179358005523682,0.7179358005523682,0.7179358005523682,0.5746796131134033,0.5674313306808472,0.0,0.0,0.08381626009941101,1.0871595804928802e-05,0.38654425740242004,0.38652491569519043,0.6015873551368713,0.0,0.0,0.7344561815261841,0.2192939817905426
383.6392238140106,119.50812339782715,0.8125639791074006,0.7393187880516052,0.7393187880516052,0.7393187880516052,0.5803738832473755,0.578305184841156,0.0,8.699698810232803e-05,0.20747697353363037,0.00030040141427889466,0.45645520091056824,0.44954419136047363,0.5452539920806885,0.0,0.0,0.7454490065574646,0.240456685423851,0.7498074928919475,0.7670971751213074,0.7670971751213074,0.7670971751213074,0.6381016969680786,0.6362359523773193,0.0,0.0001831899571698159,0.2423897236585617,0.00045052499626763165,0.5460708141326904,0.46341460943222046,0.6363685131072998,0.0,0.0,0.7822865843772888,0.26711639761924744
387.0750787258148,118.46576857566833,0.7967040098231771,0.7438688278198242,0.7438688278198242,0.7438688278198242,0.5876964330673218,0.5856397747993469,0.0,0.002223985968157649,0.2623295485973358,0.0005107908509671688,0.49611809849739075,0.46572524309158325,0.5432265996932983,0.0,0.0,0.7449429035186768,0.2515077292919159,0.7276842931906382,0.769898533821106,0.769898533821106,0.769898533821106,0.6345630288124084,0.6303156614303589,0.0,0.014313366264104843,0.24615263938903809,0.0004802772309631109,0.5722351670265198,0.5199806094169617,0.6034122705459595,0.0,0.0,0.7618964314460754,0.27184706926345825
387.1767420768738,119.14762258529663,0.7656596873117529,0.7522944211959839,0.7522944211959839,0.7522944211959839,0.6021063923835754,0.6002969741821289,0.0,0.04046852886676788,0.28826695680618286,0.0038253425154834986,0.49086278676986694,0.48197150230407715,0.5609530806541443,0.0,0.0,0.7548850178718567,0.26212331652641296,0.7385001132885615,0.7725246548652649,0.7725246548652649,0.7725246548652649,0.6467622518539429,0.6451128125190735,0.0,0.07471168041229248,0.2893804609775543,0.0008266657241620123,0.5018036961555481,0.5193673968315125,0.635550320148468,0.0,0.0,0.7852649688720703,0.2806905210018158
386.16368985176086,119.28951501846313,0.7511559245379075,0.7608246207237244,0.7608246207237244,0.7608246207237244,0.6158273816108704,0.6139984726905823,0.0,0.1026713028550148,0.3195127546787262,0.009847632609307766,0.5044606924057007,0.49989479780197144,0.5645726323127747,0.0,0.0,0.7649127840995789,0.27658724784851074,0.755015371243159,0.7638322114944458,0.7638322114944458,0.7638322114944458,0.6427403688430786,0.6407982707023621,0.0,0.11258307844400406,0.2688552439212799,0.01064077764749527,0.48217758536338806,0.48581647872924805,0.645697295665741,0.0,0.0,0.7918844819068909,0.2797654867172241
383.64374232292175,119.10737895965576,0.7157188070857007,0.7691761255264282,0.7691761255264282,0.7691761255264282,0.6292793154716492,0.6274142265319824,0.0,0.18145106732845306,0.34381842613220215,0.014745821245014668,0.505946934223175,0.5073752999305725,0.5866420865058899,0.0,0.0,0.7723398208618164,0.2912319600582123,0.7060535838206609,0.7808818221092224,0.7808818221092224,0.7808818221092224,0.6645305752754211,0.6623955965042114,0.0,0.25855302810668945,0.26113730669021606,0.01656586490571499,0.5441239476203918,0.5079591274261475,0.6659222841262817,0.0,0.0,0.7907928824424744,0.30450543761253357
387.23556542396545,120.74553275108337,0.7157521442226742,0.7738879323005676,0.7738879323005676,0.7738879323005676,0.6398302912712097,0.6385806798934937,0.0,0.24501203000545502,0.36495301127433777,0.048165999352931976,0.5289204716682434,0.5120971202850342,0.5892941951751709,0.0,0.0,0.7776134014129639,0.30660563707351685,0.6731172660986583,0.786083996295929,0.786083996295929,0.786083996295929,0.6586882472038269,0.6519742608070374,0.0,0.3162824809551239,0.3856680393218994,0.028968824073672295,0.5746151804924011,0.5092951655387878,0.6554659605026245,0.0,0.0,0.7684826254844666,0.32387781143188477
407.78701877593994,120.72696375846863,0.7127337164205053,0.773826539516449,0.773826539516449,0.773826539516449,0.6383571028709412,0.6369168758392334,0.0,0.2766519784927368,0.3655844032764435,0.042122066020965576,0.5305333733558655,0.5068357586860657,0.5852997303009033,0.0,0.0,0.7782860994338989,0.30853134393692017,0.6874478369951248,0.7798389792442322,0.7798389792442322,0.7798389792442322,0.6529276371002197,0.6496912240982056,0.0,0.3666231334209442,0.3526647984981537,0.1258130669593811,0.5747166275978088,0.5027369856834412,0.582919716835022,0.0,0.0,0.7876662015914917,0.32931405305862427
387.0201015472412,118.17758512496948,0.6778197508791218,0.784356415271759,0.784356415271759,0.784356415271759,0.6545991897583008,0.6531074643135071,0.0,0.2967851459980011,0.40322670340538025,0.1197432354092598,0.5536906719207764,0.5307868123054504,0.6046707034111023,0.0,0.0,0.7829372882843018,0.32918405532836914,0.637881655494372,0.8057178258895874,0.8057178258895874,0.8057178258895874,0.6911035180091858,0.6841681003570557,0.0,0.3792269229888916,0.4990752041339874,0.09170710295438766,0.63680499792099,0.5415142178535461,0.6757585406303406,0.0,0.0,0.7870379686355591,0.361112505197525
386.32813787460327,119.1113543510437,0.6616458108891612,0.7921499609947205,0.7921499609947205,0.7921499609947205,0.6681333184242249,0.6668009757995605,1.291281841986347e-05,0.36650872230529785,0.4436010420322418,0.16865351796150208,0.5466660857200623,0.5424654483795166,0.6201202869415283,0.0,0.0,0.7891879081726074,0.3477216064929962,0.6389313538869222,0.8022316694259644,0.8022316694259644,0.8022316694259644,0.6987205743789673,0.6977859735488892,0.0,0.4349084794521332,0.48513123393058777,0.21333631873130798,0.5896814465522766,0.5338473916053772,0.6817545294761658,0.0,0.0,0.7993047833442688,0.3737964332103729
