segmentation_enet_dice_train_time,segmentation_enet_dice_val_time,segmentation_enet_dice_train_loss,segmentation_enet_dice_train_accuracy,segmentation_enet_dice_train_precision,segmentation_enet_dice_train_recall,segmentation_enet_dice_train_mcc,segmentation_enet_dice_train_cohen_kappa,segmentation_enet_dice_train_iou_0,segmentation_enet_dice_train_iou_1,segmentation_enet_dice_train_iou_2,segmentation_enet_dice_train_iou_3,segmentation_enet_dice_train_iou_4,segmentation_enet_dice_train_iou_5,segmentation_enet_dice_train_iou_6,segmentation_enet_dice_train_iou_7,segmentation_enet_dice_train_iou_8,segmentation_enet_dice_train_iou_9,segmentation_enet_dice_train_iou_mean,segmentation_enet_dice_val_loss,segmentation_enet_dice_val_accuracy,segmentation_enet_dice_val_precision,segmentation_enet_dice_val_recall,segmentation_enet_dice_val_mcc,segmentation_enet_dice_val_cohen_kappa,segmentation_enet_dice_val_iou_0,segmentation_enet_dice_val_iou_1,segmentation_enet_dice_val_iou_2,segmentation_enet_dice_val_iou_3,segmentation_enet_dice_val_iou_4,segmentation_enet_dice_val_iou_5,segmentation_enet_dice_val_iou_6,segmentation_enet_dice_val_iou_7,segmentation_enet_dice_val_iou_8,segmentation_enet_dice_val_iou_9,segmentation_enet_dice_val_iou_mean
389.5076537132263,118.73543977737427,0.9228950894397238,0.40455564856529236,0.40455564856529236,0.40455564856529236,0.16421084105968475,0.15665751695632935,0.0030426266603171825,0.008739743381738663,0.016260609030723572,0.016761695966124535,0.021991858258843422,0.18176357448101044,0.24537010490894318,0.0034934987779706717,0.0036112398374825716,0.37335219979286194,0.08743871748447418,0.8849389314651489,0.6400413513183594,0.6400413513183594,0.6400413513183594,0.3972571790218353,0.38136035203933716,0.0,0.0,3.037896385649219e-05,0.0,0.006117905955761671,0.41317230463027954,0.3868699371814728,0.0,0.0,0.610917866230011,0.14171084761619568
391.4123239517212,119.80580139160156,0.8596286695936451,0.66312575340271,0.66312575340271,0.66312575340271,0.46409013867378235,0.4595593810081482,0.0,0.0,0.006962911691516638,0.0,0.10970844328403473,0.37057721614837646,0.5054890513420105,0.0,0.0,0.6479728817939758,0.16407105326652527,0.8440264979998271,0.6277036666870117,0.6277036666870117,0.6277036666870117,0.49341389536857605,0.4717317223548889,0.0,0.0,3.629458660725504e-05,0.0,0.19516651332378387,0.34307822585105896,0.5007801055908203,0.0,0.0,0.6148765683174133,0.16539376974105835
395.7675371170044,121.96513199806213,0.8356143663758817,0.680854320526123,0.680854320526123,0.680854320526123,0.508450984954834,0.505598783493042,0.0,0.0,0.057078760117292404,0.0,0.23797504603862762,0.4058074355125427,0.5089545845985413,0.0,0.0,0.6902888417243958,0.19001047313213348,0.8156142234802246,0.718834638595581,0.718834638595581,0.718834638595581,0.5763487815856934,0.573305606842041,0.0,0.0,0.0940563753247261,0.0,0.293528288602829,0.5021318197250366,0.5917959809303284,0.0,0.0,0.7291498184204102,0.22106623649597168
390.5798830986023,119.27756667137146,0.8203579589076664,0.7048418521881104,0.7048418521881104,0.7048418521881104,0.5429561734199524,0.5411063432693481,0.0,0.0,0.1254192739725113,0.0,0.2533435821533203,0.480874240398407,0.5412501692771912,0.0,0.0,0.7153741717338562,0.21162615716457367,0.810422436396281,0.7037782669067383,0.7037782669067383,0.7037782669067383,0.5569977760314941,0.5532413721084595,0.0,0.0,0.12840943038463593,0.0,0.22121481597423553,0.47195836901664734,0.5955423712730408,0.0,0.0,0.7357304692268372,0.2152855396270752
390.45585894584656,119.2050712108612,0.8099106925985088,0.722183346748352,0.722183346748352,0.722183346748352,0.566227376461029,0.5647692680358887,0.0,0.0,0.16099494695663452,0.0,0.222239688038826,0.5011944770812988,0.5778845548629761,0.0,0.0,0.7453573942184448,0.2207670956850052,0.8033237457275391,0.7134250402450562,0.7134250402450562,0.7134250402450562,0.5602121949195862,0.5586848258972168,0.0,0.0,0.15556691586971283,0.0,0.2581321895122528,0.46902933716773987,0.5837525129318237,0.0,0.0,0.7266184687614441,0.2193099558353424
389.2273437976837,121.58023524284363,0.8075135777825895,0.7265512347221375,0.7265512347221375,0.7265512347221375,0.5700986981391907,0.5687957406044006,0.0,0.0,0.15119799971580505,0.0,0.2621390223503113,0.5100981593132019,0.5681186318397522,1.191612454931601e-06,7.040015589154791e-06,0.7454040050506592,0.22369661927223206,0.7936063567797343,0.7376739382743835,0.7376739382743835,0.7376739382743835,0.5993869304656982,0.5974238514900208,0.0,0.0,0.11723749339580536,0.0,0.31626957654953003,0.5344627499580383,0.6121417880058289,0.0,6.613625737372786e-05,0.7532785534858704,0.2333456575870514
388.5817918777466,120.72077941894531,0.8005379490230394,0.7388667464256287,0.7388667464256287,0.7388667464256287,0.5888947248458862,0.587468147277832,0.0,0.0,0.1295005828142166,0.0,0.29161208868026733,0.5155664086341858,0.5900141596794128,0.0030518416315317154,0.0025929317343980074,0.7607553005218506,0.2293093204498291,0.794247817993164,0.7361754179000854,0.7361754179000854,0.7361754179000854,0.5951334238052368,0.593693733215332,0.0,0.0,0.11955491453409195,0.0,0.31881582736968994,0.5249227285385132,0.6113654971122742,0.025995101779699326,0.013222266919910908,0.7561101317405701,0.23699866235256195
396.5861282348633,122.59486794471741,0.7979035908761232,0.7382537126541138,0.7382537126541138,0.7382537126541138,0.5900751948356628,0.5886788368225098,0.0,0.0,0.12705934047698975,0.0,0.3106521666049957,0.5210994482040405,0.5905351638793945,0.02861412614583969,0.01895209401845932,0.7594619989395142,0.23563742637634277,0.799746565024058,0.6939979791641235,0.6939979791641235,0.6939979791641235,0.5656519532203674,0.5523438453674316,0.0,0.0,0.11591947823762894,0.0,0.3566844165325165,0.516045093536377,0.5149611830711365,0.020741550251841545,0.017434580251574516,0.6888351440429688,0.22306214272975922
401.97661447525024,122.09006309509277,0.7953531236752219,0.7371160984039307,0.7371160984039307,0.7371160984039307,0.5871791243553162,0.5860528349876404,0.0,0.0,0.12672588229179382,0.0,0.3138316571712494,0.5211621522903442,0.5889451503753662,0.03371967747807503,0.03312096372246742,0.7606401443481445,0.23781457543373108,0.7825952609380086,0.7535837888717651,0.7535837888717651,0.7535837888717651,0.6192461252212524,0.6178802251815796,0.0,0.0,0.11476040631532669,0.0,0.3512102961540222,0.5161358714103699,0.655349850654602,0.03623852878808975,0.04623245447874069,0.7814247012138367,0.250135213136673
400.87361335754395,124.21197700500488,0.7897734953009564,0.746890127658844,0.746890127658844,0.746890127658844,0.6037189364433289,0.6026101112365723,0.0,0.0,0.12989339232444763,0.0,0.3133019804954529,0.5369074940681458,0.621015727519989,0.040326740592718124,0.045291099697351456,0.7746822237968445,0.24614186584949493,0.7799164056777954,0.7611768841743469,0.7611768841743469,0.7611768841743469,0.6291895508766174,0.6277943849563599,0.0,0.0,0.11820385605096817,0.0,0.34024524688720703,0.5236905813217163,0.6772581338882446,0.043762437999248505,0.04093285650014877,0.7927695512771606,0.2536862790584564
