unet_unet3plus_ce_train_time,unet_unet3plus_ce_val_time,unet_unet3plus_ce_train_loss,unet_unet3plus_ce_train_accuracy,unet_unet3plus_ce_train_precision,unet_unet3plus_ce_train_recall,unet_unet3plus_ce_train_mcc,unet_unet3plus_ce_train_cohen_kappa,unet_unet3plus_ce_train_iou_0,unet_unet3plus_ce_train_iou_1,unet_unet3plus_ce_train_iou_2,unet_unet3plus_ce_train_iou_3,unet_unet3plus_ce_train_iou_4,unet_unet3plus_ce_train_iou_5,unet_unet3plus_ce_train_iou_6,unet_unet3plus_ce_train_iou_7,unet_unet3plus_ce_train_iou_8,unet_unet3plus_ce_train_iou_9,unet_unet3plus_ce_train_iou_mean,unet_unet3plus_ce_val_loss,unet_unet3plus_ce_val_accuracy,unet_unet3plus_ce_val_precision,unet_unet3plus_ce_val_recall,unet_unet3plus_ce_val_mcc,unet_unet3plus_ce_val_cohen_kappa,unet_unet3plus_ce_val_iou_0,unet_unet3plus_ce_val_iou_1,unet_unet3plus_ce_val_iou_2,unet_unet3plus_ce_val_iou_3,unet_unet3plus_ce_val_iou_4,unet_unet3plus_ce_val_iou_5,unet_unet3plus_ce_val_iou_6,unet_unet3plus_ce_val_iou_7,unet_unet3plus_ce_val_iou_8,unet_unet3plus_ce_val_iou_9,unet_unet3plus_ce_val_iou_mean
599.1570072174072,134.561674118042,1.7480112065325726,0.6472586393356323,0.6472586393356323,0.6472586393356323,0.4650234282016754,0.45828330516815186,0.006208302918821573,5.5124455684563145e-05,0.21906507015228271,0.0005905365687794983,0.3516292870044708,0.39542633295059204,0.43808847665786743,0.0002951921196654439,0.000642018741928041,0.6096282601356506,0.20216286182403564,1.6811662912368774,0.6484028697013855,0.6484028697013855,0.6484028697013855,0.49588456749916077,0.4821571111679077,0.0,0.0,0.269287109375,0.0,0.4610772728919983,0.47047877311706543,0.452141135931015,0.0,0.0,0.5735653638839722,0.22265496850013733
588.0574555397034,126.14373207092285,1.6779828949289008,0.6832370758056641,0.6832370758056641,0.6832370758056641,0.4931694567203522,0.4905124306678772,0.0,0.04332621395587921,0.3218667805194855,0.0,0.40403759479522705,0.45231202244758606,0.4530118703842163,0.0,0.0,0.6379232406616211,0.23124776780605316,1.6726987855187778,0.712782621383667,0.712782621383667,0.712782621383667,0.5512616634368896,0.5494080185890198,0.0,0.09842541068792343,0.299656480550766,0.0,0.5080320835113525,0.4885035455226898,0.5122424960136414,0.0,0.0,0.6777594089508057,0.25846195220947266
590.857426404953,124.09538078308105,1.665661435860854,0.7025725841522217,0.7025725841522217,0.7025725841522217,0.5282737016677856,0.5259445309638977,0.0,0.12536728382110596,0.33504539728164673,3.6538021959131584e-06,0.41347819566726685,0.5029014348983765,0.4729521572589874,0.0,0.0,0.6613585948944092,0.25111067295074463,1.6642248383883773,0.7147365808486938,0.7147365808486938,0.7147365808486938,0.579433262348175,0.5736182332038879,0.0,0.23035702109336853,0.30123773217201233,0.00028408668003976345,0.4357338547706604,0.47223180532455444,0.559818685054779,0.0,0.0,0.684207558631897,0.2683870792388916
589.8694868087769,123.17656207084656,1.652446184839521,0.7253371477127075,0.7253371477127075,0.7253371477127075,0.5548660159111023,0.5533704161643982,0.0,0.22225046157836914,0.3318290412425995,0.01238167379051447,0.4674462378025055,0.4984484612941742,0.498382568359375,0.0,0.0,0.6919173002243042,0.27226558327674866,1.6587174801990903,0.7374432682991028,0.7374432682991028,0.7374432682991028,0.5885490775108337,0.5853713154792786,0.0,0.2792122960090637,0.37137532234191895,0.003928984049707651,0.5345557928085327,0.5079374313354492,0.5276102423667908,0.0,0.0,0.7077385783195496,0.2932358682155609
589.6192450523376,124.24871587753296,1.6528315884726388,0.736147940158844,0.736147940158844,0.736147940158844,0.5718018412590027,0.5703216791152954,0.0,0.24207036197185516,0.37150371074676514,0.023229630663990974,0.47639384865760803,0.48926034569740295,0.5205744504928589,0.0,0.0,0.7073102593421936,0.2830342948436737,1.6466204215740334,0.7519276142120361,0.7519276142120361,0.7519276142120361,0.6030727624893188,0.5998086929321289,0.0,0.243766650557518,0.3307916224002838,0.010899827815592289,0.5614964962005615,0.5011683702468872,0.5599764585494995,0.0,0.0,0.7253767848014832,0.29334762692451477
587.81991314888,126.34002733230591,1.6466678446465797,0.7428898811340332,0.7428898811340332,0.7428898811340332,0.5783688426017761,0.5767479538917542,0.0,0.2816745936870575,0.3925962448120117,0.056412141770124435,0.49453824758529663,0.48805561661720276,0.5170605778694153,0.0,0.0,0.7173669338226318,0.2947704493999481,1.648777386237835,0.7540749311447144,0.7540749311447144,0.7540749311447144,0.6076153516769409,0.6042025089263916,0.0,0.27272555232048035,0.3468104600906372,0.12463389337062836,0.5285289883613586,0.48816394805908203,0.5571956634521484,0.0,0.0,0.7389526963233948,0.3057011067867279
586.1144318580627,122.62856936454773,1.6413724317655458,0.7500290274620056,0.7500290274620056,0.7500290274620056,0.5944172143936157,0.5932427644729614,0.0,0.2803000807762146,0.3734067380428314,0.06673502177000046,0.4938482940196991,0.5069109201431274,0.5381710529327393,0.0,0.0,0.7241789698600769,0.2983551025390625,1.6446558401502411,0.769667387008667,0.769667387008667,0.769667387008667,0.6481866836547852,0.6456108093261719,0.0,0.3334656357765198,0.43171870708465576,0.14578412473201752,0.5547992587089539,0.537594735622406,0.6068248748779297,0.0,0.0,0.7483994960784912,0.33585867285728455
586.4803822040558,127.35817646980286,1.6361782485312157,0.7589781880378723,0.7589781880378723,0.7589781880378723,0.6120651960372925,0.61089026927948,0.0,0.32501354813575745,0.411541223526001,0.0810830146074295,0.513069748878479,0.5243240594863892,0.5537610650062561,0.0,0.0,0.7334181070327759,0.3142210841178894,1.6300820482188259,0.7723494172096252,0.7723494172096252,0.7723494172096252,0.6462838053703308,0.6451835036277771,0.0,0.2007751613855362,0.3493858873844147,0.10554356127977371,0.5660881996154785,0.556689441204071,0.6100101470947266,0.0,0.0,0.7568066716194153,0.3145298957824707
595.3270757198334,133.55916786193848,1.642433606661283,0.7478768229484558,0.7478768229484558,0.7478768229484558,0.5960674285888672,0.5947283506393433,0.0,0.33195093274116516,0.4104671776294708,0.10309355705976486,0.5028800368309021,0.5102413296699524,0.5401806831359863,0.0,0.0,0.7175421714782715,0.3116355836391449,1.6401368132952987,0.7619548439979553,0.7619548439979553,0.7619548439979553,0.6322223544120789,0.6308605670928955,0.0,0.20588842034339905,0.30641061067581177,0.15353848040103912,0.5014665722846985,0.5165759921073914,0.6149659156799316,0.0,0.0,0.7474785447120667,0.3046324551105499
595.295952796936,126.62602734565735,1.636191454562512,0.7542364001274109,0.7542364001274109,0.7542364001274109,0.6039775609970093,0.6027456521987915,0.0,0.3504323661327362,0.38792186975479126,0.15571624040603638,0.47687816619873047,0.5297402143478394,0.544474184513092,0.0,0.0,0.7267455458641052,0.31719085574150085,1.6299228791532845,0.7941346168518066,0.7941346168518066,0.7941346168518066,0.6752022504806519,0.6732522249221802,0.0,0.3850773870944977,0.46203646063804626,0.21789561212062836,0.5829730033874512,0.544374942779541,0.6439611315727234,0.0,0.0,0.7800901532173157,0.36164090037345886
