unet_unet3plus_dice_train_time,unet_unet3plus_dice_val_time,unet_unet3plus_dice_train_loss,unet_unet3plus_dice_train_accuracy,unet_unet3plus_dice_train_precision,unet_unet3plus_dice_train_recall,unet_unet3plus_dice_train_mcc,unet_unet3plus_dice_train_cohen_kappa,unet_unet3plus_dice_train_iou_0,unet_unet3plus_dice_train_iou_1,unet_unet3plus_dice_train_iou_2,unet_unet3plus_dice_train_iou_3,unet_unet3plus_dice_train_iou_4,unet_unet3plus_dice_train_iou_5,unet_unet3plus_dice_train_iou_6,unet_unet3plus_dice_train_iou_7,unet_unet3plus_dice_train_iou_8,unet_unet3plus_dice_train_iou_9,unet_unet3plus_dice_train_iou_mean,unet_unet3plus_dice_val_loss,unet_unet3plus_dice_val_accuracy,unet_unet3plus_dice_val_precision,unet_unet3plus_dice_val_recall,unet_unet3plus_dice_val_mcc,unet_unet3plus_dice_val_cohen_kappa,unet_unet3plus_dice_val_iou_0,unet_unet3plus_dice_val_iou_1,unet_unet3plus_dice_val_iou_2,unet_unet3plus_dice_val_iou_3,unet_unet3plus_dice_val_iou_4,unet_unet3plus_dice_val_iou_5,unet_unet3plus_dice_val_iou_6,unet_unet3plus_dice_val_iou_7,unet_unet3plus_dice_val_iou_8,unet_unet3plus_dice_val_iou_9,unet_unet3plus_dice_val_iou_mean
570.0738370418549,128.59949326515198,0.9388997286230654,0.6330577731132507,0.6330577731132507,0.6330577731132507,0.4631035029888153,0.45402151346206665,3.36644661729224e-05,1.6159543747562566e-06,0.24185429513454437,0.005377874244004488,0.3775908052921295,0.36258843541145325,0.42092639207839966,0.0010324144968762994,0.00023366202367469668,0.6024025082588196,0.20120416581630707,0.9340891488667192,0.6861584186553955,0.6861584186553955,0.6861584186553955,0.5517164468765259,0.5408985614776611,0.0,0.0,0.2673431634902954,0.0,0.45721566677093506,0.4426504969596863,0.5156057476997375,0.0,0.0,0.6534722447395325,0.23362873494625092
570.2930510044098,129.48238110542297,0.9347304112308628,0.6833728551864624,0.6833728551864624,0.6833728551864624,0.5269901156425476,0.5205730199813843,0.0,0.09933839738368988,0.3281169831752777,0.0,0.42503049969673157,0.457522451877594,0.469142347574234,0.0,0.0,0.6457926034927368,0.2424943447113037,0.9330182609886959,0.7305272817611694,0.7305272817611694,0.7305272817611694,0.5756064057350159,0.5731077194213867,0.0,0.16752566397190094,0.3161383271217346,0.0,0.5269838571548462,0.49479976296424866,0.49685874581336975,0.0,0.0,0.7163934111595154,0.2718699872493744
592.9181773662567,133.41119074821472,0.9331808908955082,0.6985739469528198,0.6985739469528198,0.6985739469528198,0.5437727570533752,0.5380993485450745,0.0,0.203066885471344,0.31053465604782104,0.0,0.4478192925453186,0.45714831352233887,0.48944544792175293,0.0,0.0,0.6666797399520874,0.25746941566467285,0.9306909256968005,0.7330719828605652,0.7330719828605652,0.7330719828605652,0.6018455624580383,0.597327470779419,0.0,0.25919246673583984,0.29299023747444153,0.0,0.5062214136123657,0.45746853947639465,0.5799752473831177,0.0,0.0,0.719915509223938,0.28157636523246765
593.8200130462646,132.7718448638916,0.9334447167731903,0.7120094299316406,0.7120094299316406,0.7120094299316406,0.5612186193466187,0.5561778545379639,0.0,0.2327818125486374,0.35647138953208923,0.00034370424691587687,0.439950168132782,0.48122674226760864,0.49674493074417114,0.0,0.0,0.6837708950042725,0.2691289782524109,0.9320755703695889,0.7039898633956909,0.7039898633956909,0.7039898633956909,0.5567938089370728,0.5530023574829102,0.0,0.2548038363456726,0.28180500864982605,0.0,0.4965454041957855,0.3969441056251526,0.5747971534729004,0.0,0.0,0.6667909622192383,0.26716864109039307
584.2819974422455,132.54414582252502,0.9325449237456689,0.7181016802787781,0.7181016802787781,0.7181016802787781,0.5684139728546143,0.5644710659980774,0.0,0.2547188997268677,0.33809852600097656,1.8997212464455515e-05,0.4738922715187073,0.46942463517189026,0.5101181864738464,0.0,0.0,0.6932248473167419,0.27394965291023254,0.9306766699100363,0.7373810410499573,0.7373810410499573,0.7373810410499573,0.6030674576759338,0.6002606153488159,0.0,0.1040118932723999,0.28213781118392944,0.0,0.5272203087806702,0.4727437198162079,0.5763628482818604,0.0,0.0,0.7248384356498718,0.2687315046787262
588.9446537494659,131.1240153312683,0.9319741228124597,0.7342134714126587,0.7342134714126587,0.7342134714126587,0.588510274887085,0.5854653120040894,0.0,0.2758905589580536,0.35454633831977844,0.00011798948253272101,0.49051618576049805,0.4765196442604065,0.5331282019615173,0.0,0.0,0.715373158454895,0.28460922837257385,0.9303296681108146,0.7399582266807556,0.7399582266807556,0.7399582266807556,0.6135222911834717,0.6077107191085815,0.0,0.31721821427345276,0.37223780155181885,0.00027764769038185477,0.49438586831092834,0.49329668283462524,0.5777783989906311,0.0,0.0,0.7126858234405518,0.2967880368232727
584.4894819259644,134.29714465141296,0.9312165903521108,0.7430983185768127,0.7430983185768127,0.7430983185768127,0.6016249060630798,0.5988701581954956,0.0,0.30519023537635803,0.3531469404697418,0.0006396504468284547,0.4863465428352356,0.4977077543735504,0.550906777381897,0.0,0.0,0.7231436371803284,0.29170817136764526,0.9296571489038139,0.7810441851615906,0.7810441851615906,0.7810441851615906,0.6563805937767029,0.6542416214942932,0.0,0.2775067090988159,0.40956512093544006,2.2203867047210224e-05,0.5758391618728638,0.4920780658721924,0.6424900889396667,0.0,0.0,0.7761601805686951,0.3173661530017853
588.3039650917053,132.69540739059448,0.9312764262105082,0.7539694309234619,0.7539694309234619,0.7539694309234619,0.6153185963630676,0.6130856275558472,0.0,0.3330058157444,0.3629898130893707,0.0002364072424825281,0.5046860575675964,0.4858662784099579,0.5725795030593872,0.0,0.0,0.7416412830352783,0.30010053515434265,0.9299851388766848,0.7655669450759888,0.7655669450759888,0.7655669450759888,0.6373093128204346,0.6351602673530579,0.0,0.4450100064277649,0.2895846366882324,0.002250393619760871,0.5478681325912476,0.4622991681098938,0.6229310035705566,0.0,0.0,0.7562117576599121,0.3126155138015747
585.7576801776886,133.03675603866577,0.9311773220261375,0.7583780884742737,0.7583780884742737,0.7583780884742737,0.6213322281837463,0.6189952492713928,0.0,0.3725927472114563,0.3839009404182434,0.0008425337728112936,0.5189182162284851,0.49408119916915894,0.5703684687614441,0.0,0.0,0.7430188059806824,0.30837228894233704,0.9292530314675693,0.7937716841697693,0.7937716841697693,0.7937716841697693,0.6821820735931396,0.680777907371521,0.0,0.4278891086578369,0.4486485719680786,0.003204702166840434,0.5677021145820618,0.5473885536193848,0.6538333296775818,0.0,0.0,0.7873201370239258,0.3435986638069153
591.8827502727509,131.89925003051758,0.930684527198037,0.759988009929657,0.759988009929657,0.759988009929657,0.6236842274665833,0.6218796968460083,0.0,0.3864794373512268,0.367603063583374,0.006410276982933283,0.5114244818687439,0.5056904554367065,0.5693495273590088,0.0,0.0,0.7467459440231323,0.30937033891677856,0.92894145538067,0.7901257276535034,0.7901257276535034,0.7901257276535034,0.6650621891021729,0.6598962545394897,0.0,0.11494972556829453,0.33006182312965393,0.028762387111783028,0.5323944687843323,0.4985290467739105,0.6714151501655579,0.0,0.0,0.7993480563163757,0.29754605889320374
