segmentation_pspnet_ce_train_time,segmentation_pspnet_ce_val_time,segmentation_pspnet_ce_train_loss,segmentation_pspnet_ce_train_accuracy,segmentation_pspnet_ce_train_precision,segmentation_pspnet_ce_train_recall,segmentation_pspnet_ce_train_mcc,segmentation_pspnet_ce_train_cohen_kappa,segmentation_pspnet_ce_train_iou_0,segmentation_pspnet_ce_train_iou_1,segmentation_pspnet_ce_train_iou_2,segmentation_pspnet_ce_train_iou_3,segmentation_pspnet_ce_train_iou_4,segmentation_pspnet_ce_train_iou_5,segmentation_pspnet_ce_train_iou_6,segmentation_pspnet_ce_train_iou_7,segmentation_pspnet_ce_train_iou_8,segmentation_pspnet_ce_train_iou_9,segmentation_pspnet_ce_train_iou_mean,segmentation_pspnet_ce_val_loss,segmentation_pspnet_ce_val_accuracy,segmentation_pspnet_ce_val_precision,segmentation_pspnet_ce_val_recall,segmentation_pspnet_ce_val_mcc,segmentation_pspnet_ce_val_cohen_kappa,segmentation_pspnet_ce_val_iou_0,segmentation_pspnet_ce_val_iou_1,segmentation_pspnet_ce_val_iou_2,segmentation_pspnet_ce_val_iou_3,segmentation_pspnet_ce_val_iou_4,segmentation_pspnet_ce_val_iou_5,segmentation_pspnet_ce_val_iou_6,segmentation_pspnet_ce_val_iou_7,segmentation_pspnet_ce_val_iou_8,segmentation_pspnet_ce_val_iou_9,segmentation_pspnet_ce_val_iou_mean
391.57312273979187,119.16588187217712,1.2360836461834286,0.630525529384613,0.630525529384613,0.630525529384613,0.37832680344581604,0.37293100357055664,0.0010690345661714673,0.026477476581931114,0.026254115626215935,0.01424266304820776,0.13034190237522125,0.37678903341293335,0.30691927671432495,4.836576772504486e-05,1.1093618923041504e-05,0.6450015306472778,0.15271544456481934,0.9114935417970021,0.6936354041099548,0.6936354041099548,0.6936354041099548,0.4980991780757904,0.48918914794921875,0.0,0.027398912236094475,0.010283062234520912,0.01630561053752899,0.2502433955669403,0.3744981586933136,0.43860483169555664,0.0,0.0,0.7186326384544373,0.1835966557264328
399.6844832897186,121.0208649635315,0.8528521708820177,0.7161542177200317,0.7161542177200317,0.7161542177200317,0.5373678207397461,0.5344996452331543,0.0,0.10449807345867157,0.17766126990318298,0.030595092102885246,0.26926061511039734,0.4814388155937195,0.4846358299255371,0.0,0.0,0.7241371273994446,0.22722268104553223,1.1882176498572032,0.661043107509613,0.661043107509613,0.661043107509613,0.4838927090167999,0.47323882579803467,0.0,0.20789974927902222,0.2074640840291977,0.10419061779975891,0.07715193182229996,0.07716979831457138,0.5600276589393616,0.0,0.0,0.748066246509552,0.19819700717926025
396.06396555900574,119.21214985847473,0.8012849066568457,0.7358484864234924,0.7358484864234924,0.7358484864234924,0.5707169771194458,0.5679487586021423,0.0,0.2501915991306305,0.30996036529541016,0.08255203813314438,0.32512766122817993,0.4763322174549103,0.5282928943634033,0.0,0.0,0.7364024519920349,0.2708859443664551,0.8167221854130428,0.7204486727714539,0.7204486727714539,0.7204486727714539,0.5625690221786499,0.5598539710044861,0.0,0.27328553795814514,0.3282198905944824,0.09993170946836472,0.3962087333202362,0.3855990469455719,0.5011945366859436,0.0,0.0,0.7394241094589233,0.272386372089386
411.57792234420776,122.95969891548157,0.722107356009276,0.7598356604576111,0.7598356604576111,0.7598356604576111,0.6136713027954102,0.6121647357940674,0.0,0.3141138553619385,0.423481822013855,0.1515864133834839,0.3896656036376953,0.5059286952018738,0.5553988814353943,0.0,0.0,0.7620730400085449,0.31022483110427856,0.7724812765916188,0.756089985370636,0.756089985370636,0.756089985370636,0.6097497940063477,0.6009641885757446,0.0,0.2896184027194977,0.41892531514167786,0.204940527677536,0.2707989811897278,0.5554154515266418,0.5451066493988037,0.0,0.0,0.7499451637268066,0.3034750521183014
399.5700933933258,120.23314166069031,0.6896908270276111,0.7754897475242615,0.7754897475242615,0.7754897475242615,0.6406767964363098,0.639384388923645,0.0006872325320728123,0.3311055600643158,0.47681131958961487,0.19327394664287567,0.446569561958313,0.5451259613037109,0.5776020288467407,0.0,0.0,0.770509660243988,0.33416852355003357,0.7614009072383244,0.7480470538139343,0.7480470538139343,0.7480470538139343,0.593924880027771,0.5837701559066772,0.013308255933225155,0.3707806169986725,0.4998302757740021,0.16529670357704163,0.4969824254512787,0.31659701466560364,0.5843678712844849,0.0,0.0,0.7279611825942993,0.3175124526023865
400.8549041748047,119.46490979194641,0.6712655230708744,0.7761833667755127,0.7761833667755127,0.7761833667755127,0.6411617398262024,0.639889121055603,0.01827750727534294,0.34763580560684204,0.44974085688591003,0.18275029957294464,0.43731489777565,0.5116156935691833,0.6021356582641602,0.0,0.0,0.7754865884780884,0.3324957489967346,0.685725208123525,0.7763742804527283,0.7763742804527283,0.7763742804527283,0.6415919065475464,0.6348819732666016,0.025824010372161865,0.34512609243392944,0.46793583035469055,0.2110355794429779,0.34955307841300964,0.494952529668808,0.6378107070922852,0.0,0.0,0.7662960886955261,0.3298533856868744
395.6490545272827,119.01625299453735,0.6371531007082566,0.7904690504074097,0.7904690504074097,0.7904690504074097,0.6665496230125427,0.6655522584915161,0.039361245930194855,0.3576834797859192,0.4915359616279602,0.1838476061820984,0.4696766436100006,0.5502418279647827,0.6176556944847107,0.0,0.0,0.7920565605163574,0.3502058982849121,0.6594482610623041,0.7887606024742126,0.7887606024742126,0.7887606024742126,0.6643312573432922,0.6590167880058289,0.09751547127962112,0.29225531220436096,0.31338149309158325,0.2810177505016327,0.4758586883544922,0.5814512372016907,0.6375675201416016,0.0,0.0,0.7722682952880859,0.3451315760612488
399.33807921409607,120.73511719703674,0.6290962922832241,0.7926645874977112,0.7926645874977112,0.7926645874977112,0.6695992350578308,0.6687153577804565,0.1363515704870224,0.35978421568870544,0.5153831839561462,0.29543745517730713,0.4795215427875519,0.5705462098121643,0.6022439002990723,0.0,0.0,0.7863506078720093,0.3745618760585785,0.6841654400030772,0.7833790183067322,0.7833790183067322,0.7833790183067322,0.6677065491676331,0.666461706161499,0.05533311143517494,0.32554134726524353,0.46942031383514404,0.2962966859340668,0.41770514845848083,0.5557848215103149,0.6394782662391663,0.0,0.0,0.7761146426200867,0.3535674512386322
398.44171380996704,122.7395601272583,0.6166517993678218,0.7927334308624268,0.7927334308624268,0.7927334308624268,0.6692086458206177,0.6682467460632324,0.1404007226228714,0.3684525787830353,0.5344743132591248,0.27928993105888367,0.4496006667613983,0.5668574571609497,0.6068881750106812,0.0,0.0,0.7871277928352356,0.3733091950416565,0.645813042918841,0.7826390862464905,0.7826390862464905,0.7826390862464905,0.6599248051643372,0.6576681733131409,0.2702946960926056,0.34282219409942627,0.4016384482383728,0.29985731840133667,0.4893780052661896,0.5527398586273193,0.6055145859718323,0.0,0.0,0.7706006169319153,0.37328454852104187
407.43513894081116,123.12863302230835,0.6060688230006591,0.7982075810432434,0.7982075810432434,0.7982075810432434,0.6806526184082031,0.6801208257675171,0.2531808614730835,0.3838021457195282,0.5534870624542236,0.284006804227829,0.5153514742851257,0.5756673812866211,0.6047245264053345,0.0,0.0,0.7915958762168884,0.3961816430091858,0.6610136816898982,0.7812207341194153,0.7812207341194153,0.7812207341194153,0.6654364466667175,0.6642848253250122,0.05064766854047775,0.3441905379295349,0.5350425839424133,0.20856831967830658,0.5656706094741821,0.44189220666885376,0.6380558609962463,0.0,0.0,0.7978056073188782,0.35818734765052795
405.168598651886,120.86172676086426,0.583589696365854,0.8063584566116333,0.8063584566116333,0.8063584566116333,0.6913307905197144,0.6904665231704712,0.17251308262348175,0.3726227581501007,0.5474745631217957,0.3452228307723999,0.513411819934845,0.5899086594581604,0.6238106489181519,0.0,0.0,0.7992454767227173,0.39642098546028137,0.7941234588623047,0.7427681088447571,0.7427681088447571,0.7427681088447571,0.5846395492553711,0.5667065978050232,0.22832085192203522,0.22394990921020508,0.47888320684432983,0.25501710176467896,0.19057555496692657,0.4630604386329651,0.5816056728363037,0.0,0.0,0.7183679938316345,0.31397807598114014
400.83562445640564,121.88650131225586,0.648292160552481,0.7805888652801514,0.7805888652801514,0.7805888652801514,0.6504727005958557,0.6496109962463379,0.11093006283044815,0.34761303663253784,0.47639572620391846,0.26588138937950134,0.4538765847682953,0.5115244388580322,0.6014804244041443,0.0,0.0,0.7803488373756409,0.354805052280426,0.7804686119159062,0.7289015650749207,0.7289015650749207,0.7289015650749207,0.5805546045303345,0.576741099357605,0.044679854065179825,0.3889102339744568,0.276703417301178,0.24770572781562805,0.45429858565330505,0.41722530126571655,0.5498449206352234,0.0,0.0,0.7143643498420715,0.30937322974205017
400.09844756126404,121.34504842758179,0.6038540374973546,0.796848475933075,0.796848475933075,0.796848475933075,0.6775510311126709,0.6768649816513062,0.2201962172985077,0.37559187412261963,0.5242727994918823,0.2906494438648224,0.49159476161003113,0.5545778274536133,0.622909426689148,0.0,0.0,0.790791392326355,0.38705840706825256,0.6717703421910604,0.7733049392700195,0.7733049392700195,0.7733049392700195,0.6419708728790283,0.6387226581573486,0.19202248752117157,0.3482680320739746,0.468210905790329,0.15523208677768707,0.484806627035141,0.4949561059474945,0.616679847240448,0.0,0.0,0.7532067894935608,0.35133829712867737
403.87772274017334,120.40428161621094,0.5805113924586255,0.8021299242973328,0.8021299242973328,0.8021299242973328,0.686098039150238,0.685566246509552,0.2581653892993927,0.38404250144958496,0.5269603729248047,0.27179181575775146,0.5011630654335022,0.5608904361724854,0.6361108422279358,0.0,0.0,0.7978350520133972,0.3936959505081177,0.610701534152031,0.8016354441642761,0.8016354441642761,0.8016354441642761,0.6906819343566895,0.6882109642028809,0.2950877845287323,0.41914087533950806,0.561058759689331,0.2864050269126892,0.5387837886810303,0.6201648116111755,0.6096990704536438,0.0,0.0,0.7858885526657104,0.41162291169166565
409.3651399612427,120.58650207519531,0.5621925780306691,0.8088143467903137,0.8088143467903137,0.8088143467903137,0.6955504417419434,0.6946672201156616,0.20449787378311157,0.38085314631462097,0.5561987161636353,0.33880990743637085,0.5207038521766663,0.5997391939163208,0.6297709941864014,0.0,0.0,0.7999984622001648,0.40305718779563904,0.6000098993380865,0.8062918186187744,0.8062918186187744,0.8062918186187744,0.6934235692024231,0.6888335943222046,0.18224196135997772,0.3966188132762909,0.5184134244918823,0.37204650044441223,0.4874359965324402,0.5996130108833313,0.6622444987297058,0.0,0.0,0.7839059233665466,0.40025201439857483
400.28776144981384,121.53045177459717,0.547996707584547,0.8198394179344177,0.8198394179344177,0.8198394179344177,0.715573251247406,0.7151567935943604,0.26508742570877075,0.4037955105304718,0.5727326273918152,0.4050734043121338,0.5230647921562195,0.6260165572166443,0.6487800478935242,0.0,0.0013516918988898396,0.8117603063583374,0.4257662296295166,0.5399438222249349,0.8249635100364685,0.8249635100364685,0.8249635100364685,0.7328240871429443,0.7325984239578247,0.3420588970184326,0.36458736658096313,0.5401154160499573,0.372043639421463,0.5879136919975281,0.6250306367874146,0.6952657103538513,0.0,0.0011501639382913709,0.8146878480911255,0.43428537249565125
