classification_resnet50_dice_train_time,classification_resnet50_dice_val_time,classification_resnet50_dice_train_loss,classification_resnet50_dice_train_accuracy,classification_resnet50_dice_train_precision,classification_resnet50_dice_train_recall,classification_resnet50_dice_train_mcc,classification_resnet50_dice_train_cohen_kappa,classification_resnet50_dice_val_loss,classification_resnet50_dice_val_accuracy,classification_resnet50_dice_val_precision,classification_resnet50_dice_val_recall,classification_resnet50_dice_val_mcc,classification_resnet50_dice_val_cohen_kappa
267.3037922382355,80.81945252418518,0.2899889920068824,0.8490304946899414,0.6008869409561157,0.8770226240158081,0.6357702016830444,0.6155080795288086,0.46092748641967773,0.6466666460037231,0.3333333432674408,0.8068181872367859,0.3293151259422302,0.2696147561073303
264.49502086639404,81.36174154281616,0.24557177657666412,0.8968144059181213,0.7666666507720947,0.7443365454673767,0.6900961399078369,0.6899751424789429,0.2753683254122734,0.8711110949516296,0.6595744490623474,0.7045454382896423,0.6011620163917542,0.6006487607955933
265.1417739391327,80.91065216064453,0.17809836242509924,0.923130214214325,0.7796609997749329,0.893203854560852,0.7860373258590698,0.7829894423484802,0.4020369276404381,0.7333333492279053,0.4215686321258545,0.9772727489471436,0.5189170837402344,0.4345313310623169
264.5537700653076,81.44668889045715,0.1755314676657967,0.923130214214325,0.7796609997749329,0.893203854560852,0.7860373258590698,0.7829894423484802,0.38845937699079514,0.699999988079071,0.3906976878643036,0.9545454382896423,0.4706013798713684,0.38331133127212524
264.5562343597412,80.76977515220642,0.173827746640081,0.9252077341079712,0.7930029034614563,0.8802589178085327,0.788011372089386,0.7862248420715332,0.19108451902866364,0.8999999761581421,0.686956524848938,0.8977272510528564,0.7259044051170349,0.7152299284934998
264.62860894203186,81.16688203811646,0.14527680562890094,0.9314404726028442,0.7949438095092773,0.9158576130867004,0.8102946877479553,0.8068819642066956,0.334325909614563,0.8177777528762817,0.5182926654815674,0.9659090638160706,0.6161759495735168,0.5634995698928833
264.59102606773376,80.49546480178833,0.1726537813311038,0.9238227009773254,0.8006042242050171,0.8576051592826843,0.7800273299217224,0.779266893863678,0.2750077545642853,0.8666666746139526,0.6029411554336548,0.9318181872367859,0.675969660282135,0.6487302184104919
265.2611439228058,81.16695022583008,0.17624761488126672,0.9203600883483887,0.7939394116401672,0.8478964567184448,0.7696536183357239,0.7689683437347412,0.22911234945058823,0.897777795791626,0.7099999785423279,0.8068181872367859,0.6933002471923828,0.691044807434082
265.41798210144043,80.8822021484375,0.18512635904809702,0.9162049889564514,0.75,0.9126213788986206,0.7754826545715332,0.769119381904602,0.22078732401132584,0.8888888955116272,0.6557376980781555,0.9090909361839294,0.7076029777526855,0.6918990015983582
264.40382647514343,80.61286187171936,0.13651121699291727,0.9397506713867188,0.8226743936538696,0.9158576130867004,0.8299766182899475,0.8279869556427002,0.23204439878463745,0.8688889145851135,0.6028369069099426,0.9659090638160706,0.6936520934104919,0.6606334447860718
