classification_xception_bce_train_time,classification_xception_bce_val_time,classification_xception_bce_train_loss,classification_xception_bce_train_accuracy,classification_xception_bce_train_precision,classification_xception_bce_train_recall,classification_xception_bce_train_mcc,classification_xception_bce_train_cohen_kappa,classification_xception_bce_val_loss,classification_xception_bce_val_accuracy,classification_xception_bce_val_precision,classification_xception_bce_val_recall,classification_xception_bce_val_mcc,classification_xception_bce_val_cohen_kappa
367.323872089386,114.08610534667969,0.23000498699105304,0.9051246643066406,0.759036123752594,0.8155339956283569,0.7261741757392883,0.7254021167755127,0.2629465516656637,0.9244444370269775,0.7872340679168701,0.8409090638160706,0.7665519714355469,0.7658975124359131
299.82484769821167,87.42480754852295,0.11950083692436633,0.9542936086654663,0.8563050031661987,0.9449838399887085,0.8708196878433228,0.8690630793571472,0.18653156980872154,0.9244444370269775,0.7699999809265137,0.875,0.7741603255271912,0.7716417908668518
279.3627619743347,88.50876307487488,0.09192873237897521,0.9722991585731506,0.9297124743461609,0.9417475461959839,0.9180708527565002,0.9180399775505066,0.25511093344539404,0.9155555367469788,0.7659574747085571,0.8181818127632141,0.7389869689941406,0.7383561134338379
288.48733353614807,88.5708179473877,0.06192975592516039,0.9778393507003784,0.9341692924499512,0.9644013047218323,0.9350835084915161,0.9348899126052856,0.2544990989845246,0.9333333373069763,0.8295454382896423,0.8295454382896423,0.7881090044975281,0.7881090044975281
284.9670479297638,89.11815929412842,0.050828534421389515,0.9785318374633789,0.9455128312110901,0.954692542552948,0.936424195766449,0.9364064931869507,0.31778026951724314,0.902222216129303,0.6929824352264404,0.8977272510528564,0.7305147051811218,0.7204810976982117
285.64439392089844,84.9317729473114,0.04292916593587269,0.9861496090888977,0.9706840515136719,0.9644013047218323,0.9587379097938538,0.9587297439575195,0.29804997085011564,0.9177777767181396,0.7684210538864136,0.8295454382896423,0.7471661567687988,0.7463050484657288
281.9460451602936,84.59583783149719,0.028800828584834286,0.9889196753501892,0.971061110496521,0.9773463010787964,0.9671471118927002,0.967138946056366,0.21597167738946155,0.9355555772781372,0.8241758346557617,0.8522727489471436,0.7979556322097778,0.7977809906005859
280.62684988975525,84.9348406791687,0.01248254312161842,0.9965373873710632,0.9935064911842346,0.9902912378311157,0.989696741104126,0.9896945953369141,0.31918735058116,0.9244444370269775,0.75,0.9204545617103577,0.7855498790740967,0.7788761854171753
274.9643859863281,83.55401659011841,0.012934069192219202,0.9965373873710632,0.9871794581413269,0.9967637658119202,0.9897617101669312,0.9897429943084717,0.2947910289512947,0.9266666769981384,0.7894737124443054,0.8522727489471436,0.7746242880821228,0.773731529712677
271.7283225059509,82.9497537612915,0.011213913256221491,0.9972299337387085,0.9967426657676697,0.9902912378311157,0.9917543530464172,0.9917459487915039,0.24814507315750234,0.9288889169692993,0.7745097875595093,0.8977272510528564,0.7902628779411316,0.786818265914917
