classification_xception_dice_train_time,classification_xception_dice_val_time,classification_xception_dice_train_loss,classification_xception_dice_train_accuracy,classification_xception_dice_train_precision,classification_xception_dice_train_recall,classification_xception_dice_train_mcc,classification_xception_dice_train_cohen_kappa,classification_xception_dice_val_loss,classification_xception_dice_val_accuracy,classification_xception_dice_val_precision,classification_xception_dice_val_recall,classification_xception_dice_val_mcc,classification_xception_dice_val_cohen_kappa
285.5773537158966,85.12142777442932,0.28947230784789374,0.8608033061027527,0.6216216087341309,0.893203854560852,0.662293553352356,0.6429699659347534,0.21475914120674133,0.8955555558204651,0.6722689270973206,0.9090909361839294,0.720665454864502,0.707088053226471
281.1517457962036,83.1424674987793,0.14935941281525986,0.940443217754364,0.8269794583320618,0.9126213788986206,0.8310616612434387,0.8293852806091309,0.1885993406176567,0.9044444561004639,0.6829268336296082,0.9545454382896423,0.7536253929138184,0.7360235452651978
275.50890612602234,85.0808937549591,0.1351779984391254,0.9445983171463013,0.8397626280784607,0.9158576130867004,0.8418766856193542,0.8405648469924927,0.1567298099398613,0.9266666769981384,0.761904776096344,0.9090909361839294,0.7877461314201355,0.782799482345581
280.968266248703,86.37644553184509,0.12939150955366052,0.9452908635139465,0.8422619104385376,0.9158576130867004,0.8436031341552734,0.8423781394958496,0.1704278513789177,0.9177777767181396,0.7428571581840515,0.8863636255264282,0.7612524032592773,0.756472110748291
283.51585030555725,86.65631914138794,0.10384530347326527,0.9584487676620483,0.8878504633903503,0.9223300814628601,0.8784626722335815,0.8782020211219788,0.2389899045228958,0.897777795791626,0.75,0.7159090638160706,0.6696903705596924,0.6694135665893555
282.9450135231018,83.87573337554932,0.13055655230646548,0.9487534761428833,0.8802589178085327,0.8802589178085327,0.8476597666740417,0.8476597666740417,0.3337068036198616,0.8600000143051147,0.6623376607894897,0.5795454382896423,0.5347145795822144,0.5329335331916809
284.0170912742615,86.6711037158966,0.12832614649897037,0.9487534761428833,0.8706624507904053,0.893203854560852,0.8491945862770081,0.8490815162658691,0.18641484528779984,0.9133333563804626,0.747474730014801,0.8409090638160706,0.7390204071998596,0.7369840741157532
276.39010739326477,86.13489651679993,0.1045169156530629,0.9556786417961121,0.8746177554130554,0.9255663156509399,0.8715550899505615,0.8709810972213745,0.16969306021928787,0.9200000166893005,0.7452830076217651,0.8977272510528564,0.7693749666213989,0.7639997601509094
275.89714312553406,81.75784945487976,0.10319327012352321,0.9591412544250488,0.890625,0.9223300814628601,0.8803128004074097,0.8800927996635437,0.1654999628663063,0.9200000166893005,0.75,0.8863636255264282,0.7663965821266174,0.7621005773544312
267.02410364151,82.13758373260498,0.0940183867578921,0.9598338007926941,0.8768768906593323,0.9449838399887085,0.8849021196365356,0.8838800191879272,0.15787790715694427,0.9222221970558167,0.7387387156486511,0.9318181872367859,0.7836549282073975,0.7750449776649475
269.0851891040802,86.67346739768982,0.06866408949312956,0.9702215790748596,0.9262820482254028,0.9352750778198242,0.9118068814277649,0.91178959608078,0.1433483436703682,0.9333333373069763,0.8085106611251831,0.8636363744735718,0.7941169738769531,0.7934390306472778
268.87571477890015,81.11490750312805,0.1001889679742896,0.9598338007926941,0.9403508901596069,0.8673139214515686,0.8782615065574646,0.8771255016326904,0.1857527270913124,0.9200000166893005,0.8023256063461304,0.7840909361839294,0.7436003088951111,0.7435247898101807
266.65745186805725,81.43438363075256,0.06847264196561731,0.9722991585731506,0.9324758648872375,0.938511312007904,0.9178551435470581,0.9178473949432373,0.14847560226917267,0.9311110973358154,0.7663551568984985,0.9318181872367859,0.8037950992584229,0.7975855469703674
267.2575783729553,81.25941061973572,0.050131248391192894,0.9785318374633789,0.934374988079071,0.9676375389099121,0.9372321367263794,0.9369978904724121,0.13793887197971344,0.9355555772781372,0.7979797720909119,0.8977272510528564,0.8066467046737671,0.8044240474700928
275.7942388057709,85.5123987197876,0.05402403551599254,0.9785318374633789,0.9398733973503113,0.9611650705337524,0.9367992877960205,0.9367035627365112,0.1482791006565094,0.9355555772781372,0.8314606547355652,0.8409090638160706,0.7960688471794128,0.7960491180419922
266.88328433036804,81.38610172271729,0.0425124686697255,0.9826869964599609,0.949367105960846,0.9708737730979919,0.9490514397621155,0.9489544630050659,0.17573239654302597,0.9222221970558167,0.791208803653717,0.8181818127632141,0.7561080455780029,0.7559425830841064
266.3398365974426,80.96901655197144,0.06841463887173196,0.9736841917037964,0.9442622661590576,0.9320388436317444,0.9214324951171875,0.9214010238647461,0.18808851391077042,0.9044444561004639,0.6991150379180908,0.8977272510528564,0.7351770997047424,0.7257730960845947
267.287006855011,81.4412670135498,0.06415741599124411,0.9729917049407959,0.9272152185440063,0.9482200741767883,0.9204630255699158,0.920369029045105,0.1674443855881691,0.9200000166893005,0.75,0.8863636255264282,0.7663965821266174,0.7621005773544312
266.3354787826538,81.19293713569641,0.04888677856196528,0.9819944500923157,0.9520766735076904,0.9644013047218323,0.9467577934265137,0.9467260241508484,0.15027064830064774,0.9288889169692993,0.7799999713897705,0.8863636255264282,0.7876369953155518,0.7850745916366577
265.94922947883606,82.10455536842346,0.0432145647380663,0.9840720295906067,0.9612902998924255,0.9644013047218323,0.9527087211608887,0.9527066946029663,0.1494501456618309,0.9311110973358154,0.7938144207000732,0.875,0.7906869053840637,0.7892048954963684
266.18912506103516,82.08161950111389,0.03953392868456633,0.9833794832229614,0.9552715420722961,0.9676375389099121,0.9508559703826904,0.9508240222930908,0.13112623989582062,0.9399999976158142,0.8144329786300659,0.8977272510528564,0.8179373145103455,0.8164042234420776
267.8409788608551,81.38829469680786,0.044685692890830665,0.9819944500923157,0.9520766735076904,0.9644013047218323,0.9467577934265137,0.9467260241508484,0.16188520938158035,0.9222221970558167,0.7789473533630371,0.8409090638160706,0.7608952522277832,0.7600182890892029
273.6575424671173,81.18850183486938,0.05276486925456835,0.9778393507003784,0.960132896900177,0.9352750778198242,0.9336256980895996,0.9334966540336609,0.23039255291223526,0.9088888764381409,0.8309859037399292,0.6704545617103577,0.6934168934822083,0.6875740885734558
268.9027433395386,81.25648236274719,0.03507503737574038,0.9868420958518982,0.9647436141967773,0.9741100072860718,0.9610415101051331,0.9610233306884766,0.1760333776473999,0.9177777767181396,0.7628865838050842,0.8409090638160706,0.7498112320899963,0.7484058141708374
266.62843918800354,80.89898300170898,0.06612716291261755,0.9736841917037964,0.953177273273468,0.9223300814628601,0.9210389256477356,0.9208390712738037,0.17425759136676788,0.9177777767181396,0.7524752616882324,0.8636363744735718,0.7553660273551941,0.7525047063827515
269.42238759994507,82.24788784980774,0.06820339482763539,0.9743767380714417,0.9415584206581116,0.938511312007904,0.9237420558929443,0.9237400889396667,0.16973479837179184,0.9177777767181396,0.774193525314331,0.8181818127632141,0.7446140050888062,0.7441688776016235
270.74311780929565,81.26340174674988,0.03628692160481992,0.9861496090888977,0.958730161190033,0.9773463010787964,0.9591879844665527,0.9591158628463745,0.16852699220180511,0.9244444370269775,0.78125,0.8522727489471436,0.7689923048019409,0.7678441405296326
266.1744875907898,81.1877703666687,0.029208395792090374,0.9896121621131897,0.9711538553237915,0.9805825352668762,0.9692472815513611,0.9692289233207703,0.237587071955204,0.9044444561004639,0.800000011920929,0.6818181872367859,0.6815351843833923,0.6783042550086975
267.87375664711,81.06698369979858,0.024425903092259945,0.9909972548484802,0.9743589758872986,0.983818769454956,0.9733501672744751,0.9733317494392395,0.12984316051006317,0.9377777576446533,0.8191489577293396,0.875,0.8078994750976562,0.8072097301483154
272.29703664779663,81.22954487800598,0.027842832648235817,0.9889196753501892,0.9771987199783325,0.9708737730979919,0.9669920206069946,0.9669837951660156,0.14809923619031906,0.9222221970558167,0.7523809671401978,0.8977272510528564,0.774499237537384,0.769635796546936
