classification_inceptionnetv3_dice_train_time,classification_inceptionnetv3_dice_val_time,classification_inceptionnetv3_dice_train_loss,classification_inceptionnetv3_dice_train_accuracy,classification_inceptionnetv3_dice_train_precision,classification_inceptionnetv3_dice_train_recall,classification_inceptionnetv3_dice_train_mcc,classification_inceptionnetv3_dice_train_cohen_kappa,classification_inceptionnetv3_dice_val_loss,classification_inceptionnetv3_dice_val_accuracy,classification_inceptionnetv3_dice_val_precision,classification_inceptionnetv3_dice_val_recall,classification_inceptionnetv3_dice_val_mcc,classification_inceptionnetv3_dice_val_cohen_kappa
262.2239525318146,80.3105115890503,0.389419753914294,0.869113564491272,0.6515151262283325,0.8349514603614807,0.6557844281196594,0.6470724940299988,0.45393455773591995,0.7355555295944214,0.4012738764286041,0.7159090638160706,0.3796696662902832,0.3518361449241638
261.98017144203186,80.70751786231995,0.2497520952930917,0.928670346736908,0.8218749761581421,0.8511326909065247,0.7908681035041809,0.7906704545021057,0.3793059512972832,0.8377777934074402,0.5619834661483765,0.7727272510528564,0.5602735877037048,0.5484784245491028
262.9565854072571,80.73386716842651,0.23421872310016467,0.928670346736908,0.8218749761581421,0.8511326909065247,0.7908681035041809,0.7906704545021057,0.5784701555967331,0.7977777719497681,0.48275861144065857,0.47727271914482117,0.3544967472553253,0.3544878363609314
262.4271366596222,81.24317789077759,0.23218405635460562,0.9300553798675537,0.7905027866363525,0.9158576130867004,0.8070982098579407,0.803419291973114,0.2485174909234047,0.855555534362793,0.5804196000099182,0.9431818127632141,0.6622516512870789,0.6287223100662231
262.3829462528229,81.07192897796631,0.21907011208974797,0.9335179924964905,0.840255618095398,0.8511326909065247,0.803322970867157,0.8032959699630737,0.27412109076976776,0.9155555367469788,0.7777777910232544,0.7954545617103577,0.7339655756950378,0.7338935732841492
262.43647718429565,80.87964749336243,0.31277338577353436,0.9085872769355774,0.8041236996650696,0.7572815418243408,0.7228914499282837,0.7223732471466064,0.14843033999204636,0.9288889169692993,0.7799999713897705,0.8863636255264282,0.7876369953155518,0.7850745916366577
262.49423146247864,81.19031834602356,0.22808212884094403,0.9314404726028442,0.8322784900665283,0.8511326909065247,0.797941267490387,0.797859787940979,0.18133120238780975,0.9133333563804626,0.7207207083702087,0.9090909361839294,0.7576601505279541,0.7493358850479126
262.69134068489075,80.82597064971924,0.2247140292564164,0.9300553798675537,0.7988505959510803,0.8996763825416565,0.8035770654678345,0.8012060523033142,0.20527388155460358,0.9111111164093018,0.75,0.8181818127632141,0.72796231508255,0.7268754243850708
263.3353111743927,80.70700240135193,0.23829960013213364,0.930747926235199,0.8448845148086548,0.828478991985321,0.7927312850952148,0.792669951915741,0.7580206766724586,0.8311111330986023,1.0,0.13636364042758942,0.3357117474079132,0.20257419347763062
262.73567295074463,81.39892792701721,0.19590993484725122,0.938365638256073,0.8481012582778931,0.8673139214515686,0.8183615803718567,0.8182779550552368,0.2730036675930023,0.8911111354827881,0.7532467246055603,0.6590909361839294,0.6388540267944336,0.6367260813713074
262.74957513809204,80.65901684761047,0.20438483648973962,0.9418282508850098,0.852664589881897,0.8802589178085327,0.829257607460022,0.8290859460830688,0.20597534626722336,0.9133333563804626,0.7634408473968506,0.8068181872367859,0.7307770252227783,0.7303401827812195
262.48131036758423,80.88344645500183,0.1796663708013037,0.9473684430122375,0.8976109027862549,0.8511326909065247,0.8410120606422424,0.840537965297699,0.17078813165426254,0.9177777767181396,0.7256637215614319,0.9318181872367859,0.7739371061325073,0.7640373110771179
262.4797134399414,80.90595889091492,0.22268055282209231,0.93282550573349,0.8231707215309143,0.8737863898277283,0.8052704334259033,0.8046809434890747,0.25023992359638214,0.8955555558204651,0.7411764860153198,0.7159090638160706,0.6638514995574951,0.6636985540390015
273.89434909820557,84.23163175582886,0.15022344644302907,0.9556786417961121,0.8964401483535767,0.8964401483535767,0.86824631690979,0.86824631690979,0.15030765533447266,0.9222221970558167,0.7431192398071289,0.9204545617103577,0.7805264592170715,0.7732703685760498
263.52084398269653,81.07746505737305,0.1767168025607648,0.9452908635139465,0.859375,0.8899676203727722,0.8396561145782471,0.8394462466239929,0.13164415210485458,0.9377777576446533,0.7830188870429993,0.9431818127632141,0.8221884369850159,0.8164442777633667
262.5192995071411,80.61134886741638,0.1665581691524257,0.9466758966445923,0.8431952595710754,0.9223300814628601,0.8481329083442688,0.846718430519104,0.24834176152944565,0.8577777743339539,0.5833333134651184,0.9545454382896423,0.6706876754760742,0.6357012987136841
262.2864258289337,80.65286540985107,0.17977165515818025,0.9466758966445923,0.841176450252533,0.9255663156509399,0.848676860332489,0.8470667600631714,0.12557607889175415,0.9355555772781372,0.7657657861709595,0.9659090638160706,0.8226470351219177,0.813608705997467
262.9693727493286,80.76992273330688,0.16858639041690723,0.9494459629058838,0.8734177350997925,0.893203854560852,0.8510340452194214,0.8509470820426941,0.18328401446342468,0.9111111164093018,0.7352941036224365,0.8522727489471436,0.7367340922355652,0.7335228323936462
263.0861301422119,80.4866201877594,0.17868872731924057,0.9466758966445923,0.8431952595710754,0.9223300814628601,0.8481329083442688,0.846718430519104,0.13614747673273087,0.9311110973358154,0.7663551568984985,0.9318181872367859,0.8037950992584229,0.7975855469703674
262.45794916152954,80.65187954902649,0.15371625975746175,0.9536011219024658,0.8954248428344727,0.8867313861846924,0.8615978956222534,0.8615813255310059,0.14181797951459885,0.9333333373069763,0.7900000214576721,0.8977272510528564,0.8011137247085571,0.7985074520111084
262.93608045578003,82.76826858520508,0.12297794838314471,0.9626038670539856,0.8851963877677917,0.9482200741767883,0.8925102353096008,0.8916401267051697,0.25377175956964493,0.8799999952316284,0.6603773832321167,0.7954545617103577,0.6505446434020996,0.6459996700286865
262.8380403518677,80.61785674095154,0.1651924399294607,0.948060929775238,0.8774193525314331,0.8802589178085327,0.8457845449447632,0.8457827568054199,0.23196791112422943,0.902222216129303,0.7894737124443054,0.6818181872367859,0.6750165820121765,0.6723156571388245
262.7386484146118,81.2485659122467,0.17077541027380072,0.9473684430122375,0.8949152827262878,0.8543689250946045,0.8412811160087585,0.8409198522567749,0.16830343008041382,0.9244444370269775,0.800000011920929,0.8181818127632141,0.7619795203208923,0.761904776096344
262.9228148460388,80.70191621780396,0.14924439486197155,0.9529085755348206,0.8640483617782593,0.9255663156509399,0.8643895387649536,0.8635467886924744,0.2517249956727028,0.8933333158493042,0.7631579041481018,0.6590909361839294,0.6451074481010437,0.6425261497497559
262.264976978302,81.27024149894714,0.1764121897842573,0.9473684430122375,0.856269121170044,0.9061488509178162,0.8473480939865112,0.8467900156974792,0.24985338002443314,0.8933333158493042,0.7564102411270142,0.6704545617103577,0.6475049257278442,0.6457390189170837
263.7285659313202,80.77412629127502,0.16210999280092833,0.9542936086654663,0.873846173286438,0.9190938472747803,0.8670949339866638,0.866641640663147,0.13491981476545334,0.9311110973358154,0.7614678740501404,0.9431818127632141,0.8066815137863159,0.7991823554039001
262.3276274204254,80.75812149047852,0.11907309072051683,0.9632964134216309,0.9102563858032227,0.9190938472747803,0.89129239320755,0.8912755846977234,0.13232391327619553,0.9355555772781372,0.7920792102813721,0.9090909361839294,0.80908203125,0.8060171604156494
