classification_resnet50_bce_train_time,classification_resnet50_bce_val_time,classification_resnet50_bce_train_loss,classification_resnet50_bce_train_accuracy,classification_resnet50_bce_train_precision,classification_resnet50_bce_train_recall,classification_resnet50_bce_train_mcc,classification_resnet50_bce_train_cohen_kappa,classification_resnet50_bce_val_loss,classification_resnet50_bce_val_accuracy,classification_resnet50_bce_val_precision,classification_resnet50_bce_val_recall,classification_resnet50_bce_val_mcc,classification_resnet50_bce_val_cohen_kappa
278.1774535179138,86.27835369110107,0.2775073229618695,0.8628808856010437,0.6718266010284424,0.7022653818130493,0.5992389917373657,0.5989980101585388,11.291675627231598,0.5555555820465088,0.29104477167129517,0.8863636255264282,0.29214802384376526,0.20376527309417725
281.5730621814728,86.29380369186401,0.1789840741649918,0.9314404726028442,0.867132842540741,0.8025889992713928,0.7914575934410095,0.7905197739601135,0.24430197849869728,0.897777795791626,0.698113203048706,0.8409090638160706,0.7033581137657166,0.698444128036499
281.32930278778076,84.72993803024292,0.14480825141072273,0.9466758966445923,0.8918918967247009,0.8543689250946045,0.8393294215202332,0.8390194177627563,0.30677796341478825,0.8666666746139526,0.8500000238418579,0.3863636255264282,0.5153802037239075,0.46598100662231445
276.088659286499,83.62493085861206,0.11578496286402577,0.9598338007926941,0.9087947607040405,0.9029126167297363,0.8803238272666931,0.8803163170814514,0.19737828359939158,0.9311110973358154,0.7663551568984985,0.9318181872367859,0.8037950992584229,0.7975855469703674
277.29167675971985,85.91629219055176,0.1163372962695101,0.9584487676620483,0.9003215432167053,0.9061488509178162,0.8767785429954529,0.8767711520195007,0.3685871735215187,0.8600000143051147,0.7272727489471436,0.4545454680919647,0.5002422332763672,0.48143404722213745
276.8404366970062,86.39108562469482,0.10925140167060106,0.9577562212944031,0.9025974273681641,0.8996763825416565,0.8742760419845581,0.8742741942405701,0.18331736279651523,0.9288889169692993,0.8255813717842102,0.8068181872367859,0.7721004486083984,0.772022008895874
277.98852610588074,86.11710810661316,0.107886988264711,0.9626038670539856,0.9153094291687012,0.909385085105896,0.888577938079834,0.8885703682899475,0.17261957528535277,0.9288889169692993,0.7978723645210266,0.8522727489471436,0.78033447265625,0.7796682715415955
284.93137311935425,88.04817533493042,0.08797577558004338,0.9667590260505676,0.9423728585243225,0.8996763825416565,0.8999147415161133,0.8995283246040344,0.4700614735484123,0.8733333349227905,0.6962025165557861,0.625,0.582472026348114,0.5811971426010132
278.44961977005005,86.587162733078,0.059232569178161415,0.9826869964599609,0.9610389471054077,0.9579287767410278,0.9484750628471375,0.9484730362892151,0.19874964468181133,0.9333333373069763,0.8452380895614624,0.8068181872367859,0.7847244739532471,0.7844001650810242
277.23896193504333,85.50972151756287,0.06744705326855183,0.9750692248344421,0.9475409984588623,0.9352750778198242,0.925569474697113,0.9255378246307373,0.35957705916371197,0.902222216129303,0.7444444298744202,0.7613636255264282,0.6919446587562561,0.6918767690658569
