configs_segmentation_enet_ce_train_time,configs_segmentation_enet_ce_val_time,configs_segmentation_enet_ce_train_loss,configs_segmentation_enet_ce_train_accuracy,configs_segmentation_enet_ce_train_precision,configs_segmentation_enet_ce_train_recall,configs_segmentation_enet_ce_train_mcc,configs_segmentation_enet_ce_train_cohen_kappa,configs_segmentation_enet_ce_train_iou_0,configs_segmentation_enet_ce_train_iou_1,configs_segmentation_enet_ce_train_iou_2,configs_segmentation_enet_ce_train_iou_3,configs_segmentation_enet_ce_train_iou_4,configs_segmentation_enet_ce_train_iou_5,configs_segmentation_enet_ce_train_iou_6,configs_segmentation_enet_ce_train_iou_7,configs_segmentation_enet_ce_train_iou_8,configs_segmentation_enet_ce_train_iou_9,configs_segmentation_enet_ce_train_iou_mean,configs_segmentation_enet_ce_val_loss,configs_segmentation_enet_ce_val_accuracy,configs_segmentation_enet_ce_val_precision,configs_segmentation_enet_ce_val_recall,configs_segmentation_enet_ce_val_mcc,configs_segmentation_enet_ce_val_cohen_kappa,configs_segmentation_enet_ce_val_iou_0,configs_segmentation_enet_ce_val_iou_1,configs_segmentation_enet_ce_val_iou_2,configs_segmentation_enet_ce_val_iou_3,configs_segmentation_enet_ce_val_iou_4,configs_segmentation_enet_ce_val_iou_5,configs_segmentation_enet_ce_val_iou_6,configs_segmentation_enet_ce_val_iou_7,configs_segmentation_enet_ce_val_iou_8,configs_segmentation_enet_ce_val_iou_9,configs_segmentation_enet_ce_val_iou_mean
407.9391531944275,121.3312737941742,1.785877709803374,0.4262811243534088,0.4262811243534088,0.4262811243534088,0.0450785867869854,0.04393976926803589,0.011440015397965908,0.006116735283285379,0.019033368676900864,0.008702469989657402,0.0035331519320607185,0.08890563249588013,0.06885935366153717,0.003006473183631897,0.006669098045676947,0.46806269884109497,0.06843290477991104,1.4815572539965312,0.5325489640235901,0.5325489640235901,0.5325489640235901,0.06860662251710892,0.04034608602523804,0.0,0.0,0.0,0.0,0.0,0.04779566824436188,0.03301943466067314,0.0,0.0,0.5449345707893372,0.06257497519254684
390.7914192676544,120.86602568626404,1.211760401725769,0.573410153388977,0.573410153388977,0.573410153388977,0.19806116819381714,0.16555893421173096,0.0,0.0,0.0,0.0,0.0,0.20552051067352295,0.09574449807405472,0.0,0.0,0.5922194123268127,0.0893484428524971,1.153299868106842,0.5766186118125916,0.5766186118125916,0.5766186118125916,0.2851112186908722,0.2752891778945923,0.0,0.0,0.0,0.0,0.0,0.33154910802841187,0.24463686347007751,0.0,0.0,0.5764617323875427,0.11526477336883545
397.85617685317993,121.54487323760986,1.0429781066334767,0.6347461938858032,0.6347461938858032,0.6347461938858032,0.38463249802589417,0.37681150436401367,0.0,0.0,9.762250101630343e-07,5.542333951780165e-07,0.02332632802426815,0.35314613580703735,0.3478333055973053,0.0,0.0,0.6383694410324097,0.13626767694950104,0.9877116700013479,0.6891424655914307,0.6891424655914307,0.6891424655914307,0.5138463973999023,0.5084942579269409,0.0,0.0,0.0,0.0,0.13527314364910126,0.4661569893360138,0.4963115453720093,0.0,0.0,0.6853185892105103,0.17830602824687958
388.266720533371,123.2763364315033,0.9412139628244482,0.6867896318435669,0.6867896318435669,0.6867896318435669,0.48399755358695984,0.47803574800491333,8.77663023857167e-06,0.0,3.7817902921233326e-05,0.0,0.1191338449716568,0.47363606095314026,0.4480363726615906,0.0,0.0,0.6847060918807983,0.17255590856075287,0.9406386931737264,0.6929283738136292,0.6929283738136292,0.6929283738136292,0.5017364025115967,0.4945068955421448,0.0,0.0,3.5288148865220137e-06,0.0,0.17092271149158478,0.48582565784454346,0.48669227957725525,0.0,0.0,0.6808035969734192,0.18242476880550385
399.9474537372589,126.67837262153625,0.9016792722370314,0.7104893922805786,0.7104893922805786,0.7104893922805786,0.5274062156677246,0.5233200788497925,0.0,0.0,1.5129593521123752e-05,5.542536882785498e-07,0.219325453042984,0.4805755615234375,0.517677366733551,0.0,0.0,0.7108567357063293,0.19284509122371674,0.9566577970981598,0.690035343170166,0.690035343170166,0.690035343170166,0.518875002861023,0.5153312683105469,0.0,0.0,1.7644168792685377e-06,0.0,0.31991326808929443,0.4615009129047394,0.48476770520210266,0.0,0.0,0.6837882995605469,0.19499719142913818
394.73427057266235,126.13242959976196,0.859950425832168,0.7278167009353638,0.7278167009353638,0.7278167009353638,0.5598183274269104,0.5562499165534973,0.0,0.0,3.074368214583956e-05,5.0984261179110035e-05,0.2768379747867584,0.4928067624568939,0.544701874256134,0.0,0.0,0.738871157169342,0.20532993972301483,0.8876604914665223,0.7115316390991211,0.7115316390991211,0.7115316390991211,0.5736553072929382,0.5651891231536865,0.0,0.0,6.172257417347282e-05,0.0,0.3642352819442749,0.5087954998016357,0.5304102301597595,0.0,0.0,0.703954815864563,0.21074576675891876
408.6028208732605,123.34263491630554,0.825513728286909,0.7381258606910706,0.7381258606910706,0.7381258606910706,0.5788503289222717,0.5755102038383484,0.0,0.0,0.00020443499670363963,0.000434946792665869,0.29199638962745667,0.5181700587272644,0.5569906234741211,0.0,0.0,0.7539165019989014,0.2121713012456894,0.7915916224320729,0.7604706883430481,0.7604706883430481,0.7604706883430481,0.6248387694358826,0.6202174425125122,0.0,0.0,8.806197001831606e-05,0.0,0.3216887414455414,0.5518803000450134,0.6545140743255615,0.0,0.0,0.7763577699661255,0.23045289516448975
391.7390823364258,120.05038118362427,0.783625850211019,0.7521100640296936,0.7521100640296936,0.7521100640296936,0.6082078814506531,0.6051486730575562,0.0,6.854157982161269e-05,0.001108264666981995,0.0007872916758060455,0.3608536124229431,0.5238087773323059,0.5681870579719543,0.0,0.0,0.7794316411018372,0.2234245091676712,0.7687590440114339,0.7629140615463257,0.7629140615463257,0.7629140615463257,0.646536648273468,0.6415698528289795,0.0,1.6772230083006434e-05,0.0023922910913825035,4.5047559979138896e-05,0.36946290731430054,0.5554154515266418,0.6446733474731445,0.0,0.0,0.7935070395469666,0.23655128479003906
398.806941986084,119.15913963317871,0.7468058751977008,0.7628958225250244,0.7628958225250244,0.7628958225250244,0.6246569752693176,0.6217174530029297,0.0,0.003965424839407206,0.009853381663560867,0.007569978944957256,0.3890242874622345,0.5266410708427429,0.5809023976325989,0.0,0.0,0.7967161536216736,0.23146727681159973,0.725743317604065,0.7687928676605225,0.7687928676605225,0.7687928676605225,0.6521546244621277,0.6484160423278809,0.0,0.002461674390360713,0.007373561151325703,0.031009791418910027,0.4015829861164093,0.5308378338813782,0.6587231755256653,0.0,0.0,0.8026391267776489,0.24346283078193665
396.73487401008606,123.20908689498901,0.7555233615895977,0.7563177347183228,0.7563177347183228,0.7563177347183228,0.6151652932167053,0.612555742263794,0.0,0.015492870472371578,0.017839966341853142,0.030877448618412018,0.4004688560962677,0.5117724537849426,0.5736347436904907,0.0,0.0,0.7846664190292358,0.23347528278827667,0.7293919662634532,0.7659909129142761,0.7659909129142761,0.7659909129142761,0.6468249559402466,0.6427745819091797,0.0,0.0627838522195816,0.037110161036252975,0.03562483936548233,0.4747551679611206,0.5057812333106995,0.6251714825630188,0.0,0.0,0.7908027768135071,0.25320297479629517
