last_unet3plus_ce_train_time,last_unet3plus_ce_val_time,last_unet3plus_ce_train_loss,last_unet3plus_ce_train_accuracy,last_unet3plus_ce_train_precision,last_unet3plus_ce_train_recall,last_unet3plus_ce_train_mcc,last_unet3plus_ce_train_cohen_kappa,last_unet3plus_ce_train_iou_0,last_unet3plus_ce_train_iou_1,last_unet3plus_ce_train_iou_2,last_unet3plus_ce_train_iou_3,last_unet3plus_ce_train_iou_4,last_unet3plus_ce_train_iou_5,last_unet3plus_ce_train_iou_6,last_unet3plus_ce_train_iou_7,last_unet3plus_ce_train_iou_8,last_unet3plus_ce_train_iou_9,last_unet3plus_ce_train_iou_mean,last_unet3plus_ce_val_loss,last_unet3plus_ce_val_accuracy,last_unet3plus_ce_val_precision,last_unet3plus_ce_val_recall,last_unet3plus_ce_val_mcc,last_unet3plus_ce_val_cohen_kappa,last_unet3plus_ce_val_iou_0,last_unet3plus_ce_val_iou_1,last_unet3plus_ce_val_iou_2,last_unet3plus_ce_val_iou_3,last_unet3plus_ce_val_iou_4,last_unet3plus_ce_val_iou_5,last_unet3plus_ce_val_iou_6,last_unet3plus_ce_val_iou_7,last_unet3plus_ce_val_iou_8,last_unet3plus_ce_val_iou_9,last_unet3plus_ce_val_iou_mean
610.4998135566711,142.65335750579834,1.7488273473886342,0.6481952667236328,0.6481952667236328,0.6481952667236328,0.4681228697299957,0.463201105594635,0.0,0.05849892646074295,0.283502459526062,0.015673751011490822,0.3738947808742523,0.39778608083724976,0.42942801117897034,4.612024895322975e-06,0.00028959286282770336,0.6097843050956726,0.2168862670660019,1.6820059233698352,0.6949282884597778,0.6949282884597778,0.6949282884597778,0.5409237742424011,0.5376454591751099,0.0,0.25687360763549805,0.26167067885398865,0.0,0.5113653540611267,0.45199456810951233,0.5097882151603699,0.0,0.0,0.6469196081161499,0.26386120915412903
609.8574616909027,142.18795728683472,1.677989206471286,0.696698784828186,0.696698784828186,0.696698784828186,0.5246450901031494,0.5222927331924438,0.0,0.23295606672763824,0.3466931879520416,0.0005655481363646686,0.4521081745624542,0.43494918942451477,0.48224136233329773,0.0,0.0,0.658603847026825,0.2608117461204529,1.6699582256119827,0.7347126007080078,0.7347126007080078,0.7347126007080078,0.5940406918525696,0.5922191739082336,0.0,0.34108278155326843,0.3525674343109131,0.0,0.471404492855072,0.471861869096756,0.5793812274932861,0.0,0.0,0.7056223750114441,0.2921920418739319
610.2508804798126,143.01675271987915,1.6648654688845623,0.7181801795959473,0.7181801795959473,0.7181801795959473,0.5585163235664368,0.5565638542175293,0.0,0.34358999133110046,0.37548041343688965,0.004568308126181364,0.4906022846698761,0.45175135135650635,0.5110098719596863,0.0,0.0,0.6846324801445007,0.28616347908973694,1.6645859151050961,0.7173711061477661,0.7173711061477661,0.7173711061477661,0.5674727559089661,0.5649509429931641,0.0,0.3082633912563324,0.2746739387512207,0.0035489776637405157,0.4649088680744171,0.48899468779563904,0.5249431133270264,0.0,0.0,0.684161365032196,0.27494943141937256
608.6698243618011,143.14952659606934,1.6576561678896893,0.7252777218818665,0.7252777218818665,0.7252777218818665,0.5689483880996704,0.5669934749603271,0.0,0.38073405623435974,0.39442121982574463,0.03155200928449631,0.5083364844322205,0.4825907051563263,0.5104836821556091,0.0,0.0,0.6880385279655457,0.29961568117141724,1.649690060779966,0.7610169053077698,0.7610169053077698,0.7610169053077698,0.6284241080284119,0.6265906095504761,0.0,0.21574018895626068,0.3332287073135376,0.14466676115989685,0.5105018019676208,0.48487260937690735,0.6133994460105896,0.0,0.0,0.7510997653007507,0.3053509294986725
613.4983696937561,142.0634741783142,1.6502968059791314,0.7430512309074402,0.7430512309074402,0.7430512309074402,0.5942529439926147,0.5925962924957275,0.0,0.4246029555797577,0.42798805236816406,0.074453204870224,0.5278262495994568,0.4859887957572937,0.5393434762954712,0.0,0.0,0.7105206847190857,0.31907233595848083,1.6525040042811427,0.7636423110961914,0.7636423110961914,0.7636423110961914,0.6235182881355286,0.614849328994751,0.0,0.17333152890205383,0.34000954031944275,0.03793617710471153,0.546194851398468,0.5010855197906494,0.5893547534942627,0.0,0.0,0.7468616962432861,0.2934773862361908
609.981036901474,141.795795917511,1.6427492925098963,0.7553853988647461,0.7553853988647461,0.7553853988647461,0.6118214130401611,0.6104879379272461,0.0,0.4005887806415558,0.4156041443347931,0.1281164139509201,0.5263960361480713,0.5020936131477356,0.5559738874435425,0.0,0.0,0.7307049632072449,0.32594776153564453,1.641410046610339,0.7555230855941772,0.7555230855941772,0.7555230855941772,0.6238152384757996,0.6221703290939331,0.0,0.4350690245628357,0.44784289598464966,0.23350533843040466,0.562720775604248,0.5164988040924072,0.5746122002601624,0.0,0.0,0.7203443050384521,0.3490593433380127
611.1734852790833,142.1970465183258,1.632909024154747,0.7646535038948059,0.7646535038948059,0.7646535038948059,0.6289982199668884,0.6276013255119324,0.0,0.4277041554450989,0.4471781253814697,0.15482182800769806,0.5526149868965149,0.5199407339096069,0.5715521574020386,0.0,0.0,0.7382780909538269,0.3412090241909027,1.6512605280711734,0.7684380412101746,0.7684380412101746,0.7684380412101746,0.6288878321647644,0.6154977083206177,0.0,0.4362676441669464,0.42473047971725464,0.040443066507577896,0.5854150652885437,0.5197893381118774,0.5660802125930786,0.0,0.0,0.7398741245269775,0.33125996589660645
612.0384135246277,144.47062921524048,1.6274464209001143,0.7719259262084961,0.7719259262084961,0.7719259262084961,0.6412009596824646,0.6400433778762817,0.0,0.46785885095596313,0.4589812755584717,0.17536567151546478,0.5672568082809448,0.5366439819335938,0.5761771202087402,0.0,0.0,0.747534453868866,0.3529818058013916,1.62686498000704,0.8041881322860718,0.8041881322860718,0.8041881322860718,0.6905590295791626,0.6853353977203369,0.0,0.513084352016449,0.44460609555244446,0.23120997846126556,0.5957080721855164,0.5484713315963745,0.680057168006897,0.0,0.0,0.7856619954109192,0.3798799216747284
609.681084394455,141.74254608154297,1.6203787942509076,0.7876347899436951,0.7876347899436951,0.7876347899436951,0.6644314527511597,0.6633455753326416,0.0,0.49157920479774475,0.4820135831832886,0.21157996356487274,0.5922306776046753,0.540597677230835,0.610465407371521,0.0,0.0,0.7672564387321472,0.36957231163978577,1.6216934713824043,0.7963700294494629,0.7963700294494629,0.7963700294494629,0.6790738701820374,0.6748985648155212,0.0,0.5323593616485596,0.47058752179145813,0.2420845776796341,0.6175228953361511,0.5543389320373535,0.6424257159233093,0.0,0.0,0.7687852382659912,0.38281044363975525
614.454719543457,141.55698084831238,1.6177202646548932,0.7911003232002258,0.7911003232002258,0.7911003232002258,0.669345498085022,0.6681996583938599,0.0,0.5015825629234314,0.5079193711280823,0.22806446254253387,0.5890504717826843,0.5509124994277954,0.6179905533790588,0.0,0.0,0.767907977104187,0.3763427734375,1.6222421506355549,0.8123208284378052,0.8123208284378052,0.8123208284378052,0.705792248249054,0.7019344568252563,0.0,0.4962891638278961,0.48940756916999817,0.31912076473236084,0.6079010963439941,0.5437027215957642,0.6947754621505737,0.0,0.0,0.8008220195770264,0.3952018916606903
