configs_segmentation_deeplab_ce_train_time,configs_segmentation_deeplab_ce_val_time,configs_segmentation_deeplab_ce_train_loss,configs_segmentation_deeplab_ce_train_accuracy,configs_segmentation_deeplab_ce_train_precision,configs_segmentation_deeplab_ce_train_recall,configs_segmentation_deeplab_ce_train_mcc,configs_segmentation_deeplab_ce_train_cohen_kappa,configs_segmentation_deeplab_ce_train_iou_0,configs_segmentation_deeplab_ce_train_iou_1,configs_segmentation_deeplab_ce_train_iou_2,configs_segmentation_deeplab_ce_train_iou_3,configs_segmentation_deeplab_ce_train_iou_4,configs_segmentation_deeplab_ce_train_iou_5,configs_segmentation_deeplab_ce_train_iou_6,configs_segmentation_deeplab_ce_train_iou_7,configs_segmentation_deeplab_ce_train_iou_8,configs_segmentation_deeplab_ce_train_iou_9,configs_segmentation_deeplab_ce_train_iou_mean,configs_segmentation_deeplab_ce_val_loss,configs_segmentation_deeplab_ce_val_accuracy,configs_segmentation_deeplab_ce_val_precision,configs_segmentation_deeplab_ce_val_recall,configs_segmentation_deeplab_ce_val_mcc,configs_segmentation_deeplab_ce_val_cohen_kappa,configs_segmentation_deeplab_ce_val_iou_0,configs_segmentation_deeplab_ce_val_iou_1,configs_segmentation_deeplab_ce_val_iou_2,configs_segmentation_deeplab_ce_val_iou_3,configs_segmentation_deeplab_ce_val_iou_4,configs_segmentation_deeplab_ce_val_iou_5,configs_segmentation_deeplab_ce_val_iou_6,configs_segmentation_deeplab_ce_val_iou_7,configs_segmentation_deeplab_ce_val_iou_8,configs_segmentation_deeplab_ce_val_iou_9,configs_segmentation_deeplab_ce_val_iou_mean
434.5753502845764,123.63671493530273,0.954564129528792,0.7117418646812439,0.7117418646812439,0.7117418646812439,0.5486670732498169,0.5482138395309448,0.02245326153934002,0.0919095054268837,0.2802151143550873,0.07266385853290558,0.3791130483150482,0.4394516050815582,0.49532610177993774,0.0028398321010172367,0.0008987132459878922,0.7342062592506409,0.25190773606300354,0.9446494201819102,0.7126662731170654,0.7126662731170654,0.7126662731170654,0.5759232044219971,0.571951687335968,0.0,0.0003853006928693503,0.27405479550361633,0.016160741448402405,0.436127245426178,0.48781099915504456,0.5464254021644592,0.0,0.0,0.7033551931381226,0.24643197655677795
423.9285817146301,121.88736248016357,0.6449263005152993,0.802616536617279,0.802616536617279,0.802616536617279,0.6841896772384644,0.6823809146881104,0.005478676408529282,0.32611018419265747,0.4902105927467346,0.2699430286884308,0.5521864891052246,0.5487337112426758,0.6547000408172607,0.0,0.0,0.7977412343025208,0.3645103871822357,0.639350289106369,0.7968020439147949,0.7968020439147949,0.7968020439147949,0.6810045838356018,0.6756473183631897,1.455582878406858e-05,0.2790032625198364,0.488272488117218,0.28582343459129333,0.5895546674728394,0.5492390990257263,0.646373987197876,0.0,0.0,0.7898579239845276,0.36281394958496094
426.72907543182373,124.02573490142822,0.5775758410277574,0.8176988363265991,0.8176988363265991,0.8176988363265991,0.7110483646392822,0.7101428508758545,0.005965271033346653,0.39181655645370483,0.5494619011878967,0.3169235289096832,0.6032946705818176,0.5655413269996643,0.6784067153930664,0.0,0.0,0.8165255784988403,0.39279356598854065,0.619784876704216,0.8139796257019043,0.8139796257019043,0.8139796257019043,0.712396502494812,0.7113107442855835,0.004199914168566465,0.39322569966316223,0.42918720841407776,0.2684502601623535,0.6257092952728271,0.5398183465003967,0.7189111709594727,0.0,0.0,0.8162837624549866,0.379578560590744
420.96456241607666,124.500324010849,0.5278499586426694,0.839281439781189,0.839281439781189,0.839281439781189,0.744986891746521,0.7440148591995239,0.09864562749862671,0.4244300127029419,0.6183505654335022,0.3655175268650055,0.6518771648406982,0.6195487380027771,0.709663987159729,0.0,0.0,0.8323013782501221,0.432033509016037,0.7356880009174347,0.7600398063659668,0.7600398063659668,0.7600398063659668,0.6260805726051331,0.6216343641281128,0.01136832032352686,0.19769513607025146,0.5090336203575134,0.19375178217887878,0.60228431224823,0.490403413772583,0.5359100103378296,0.0,0.0,0.7503518462181091,0.32907983660697937
426.12980580329895,123.71599912643433,0.5357763896817747,0.8353928327560425,0.8353928327560425,0.8353928327560425,0.7394751906394958,0.7387121915817261,0.14910222589969635,0.4394265413284302,0.6098329424858093,0.43654337525367737,0.6569482088088989,0.6260250210762024,0.6828874349594116,0.0,0.028447140008211136,0.8237557411193848,0.44529685378074646,0.5347412367661794,0.8350315093994141,0.8350315093994141,0.8350315093994141,0.7474392056465149,0.746493935585022,9.754828352015465e-05,0.4762771725654602,0.6295730471611023,0.39470916986465454,0.6772448420524597,0.591584324836731,0.7191610932350159,0.0,0.10723166912794113,0.8281780481338501,0.44240570068359375
425.4612629413605,124.25252318382263,0.48356793432132056,0.8541595935821533,0.8541595935821533,0.8541595935821533,0.7694092988967896,0.768653154373169,0.23313255608081818,0.4766053855419159,0.6475710272789001,0.47358477115631104,0.661471962928772,0.6641247868537903,0.7208421230316162,0.0,0.08504036068916321,0.844656229019165,0.4807029366493225,0.48553052643934885,0.8495036363601685,0.8495036363601685,0.8495036363601685,0.770926833152771,0.7708140015602112,0.3332579731941223,0.4801999628543854,0.6419637203216553,0.4337814748287201,0.6793416142463684,0.6670903563499451,0.7416903376579285,0.0,0.1113753542304039,0.8377816677093506,0.49264827370643616
416.98877787590027,123.08432936668396,0.45494627434274426,0.8586304187774658,0.8586304187774658,0.8586304187774658,0.777029812335968,0.7765052318572998,0.2405461221933365,0.4846445620059967,0.6676163077354431,0.4717085659503937,0.6881552934646606,0.6739432215690613,0.7323874831199646,0.00012972706463187933,0.09565701335668564,0.848582923412323,0.4903371036052704,0.6064687361319859,0.8155323266983032,0.8155323266983032,0.8155323266983032,0.7239217758178711,0.7220451831817627,0.15733107924461365,0.12631957232952118,0.4508258104324341,0.07545151561498642,0.5702651739120483,0.5791154503822327,0.7287178039550781,0.0003787559980992228,0.08610650151968002,0.8288383483886719,0.36033502221107483
420.3082880973816,123.08792471885681,0.44874737832857214,0.8641567826271057,0.8641567826271057,0.8641567826271057,0.7857770919799805,0.7852405905723572,0.3551409840583801,0.5040504932403564,0.6603084206581116,0.4614970088005066,0.6937326788902283,0.6675600409507751,0.742769181728363,0.00024074876273516566,0.10373428463935852,0.8585875034332275,0.5047621726989746,0.48107433319091797,0.8568288087844849,0.8568288087844849,0.8568288087844849,0.7812626957893372,0.7808764576911926,0.43676072359085083,0.528103232383728,0.685596227645874,0.4469583332538605,0.7175785899162292,0.6632471680641174,0.7138599753379822,0.0021356730721890926,0.10807579010725021,0.8488160371780396,0.5151131749153137
423.8935568332672,123.28831171989441,0.44768995759279834,0.858752429485321,0.858752429485321,0.858752429485321,0.7775064706802368,0.7770847678184509,0.340093731880188,0.49376848340034485,0.678149938583374,0.47574183344841003,0.7048598527908325,0.683334231376648,0.7088666558265686,0.0006387001485563815,0.10191814601421356,0.8491814732551575,0.5036553740501404,0.5053803036610286,0.8455232977867126,0.8455232977867126,0.8455232977867126,0.7629744410514832,0.7620508670806885,0.40945860743522644,0.4896392822265625,0.6585110425949097,0.20066624879837036,0.6952617764472961,0.5984903573989868,0.7300275564193726,0.004544084891676903,0.12097276002168655,0.8469011187553406,0.47544726729393005
427.12338304519653,123.49996757507324,0.4229656632827676,0.8721628785133362,0.8721628785133362,0.8721628785133362,0.7986688613891602,0.79820716381073,0.41817227005958557,0.4813475012779236,0.6684157252311707,0.5245311856269836,0.7010707855224609,0.6991849541664124,0.7481112480163574,0.007871238514780998,0.11281955987215042,0.8668032288551331,0.5228328108787537,0.4760685175657272,0.8562556505203247,0.8562556505203247,0.8562556505203247,0.7792090177536011,0.7785444259643555,0.39899078011512756,0.5037192702293396,0.6768993139266968,0.3832395076751709,0.7151843905448914,0.6655619144439697,0.7243569493293762,0.01723560318350792,0.11857570707798004,0.8504886031150818,0.505425214767456
