configs_segmentation_pspnet_dice_train_time,configs_segmentation_pspnet_dice_val_time,configs_segmentation_pspnet_dice_train_loss,configs_segmentation_pspnet_dice_train_accuracy,configs_segmentation_pspnet_dice_train_precision,configs_segmentation_pspnet_dice_train_recall,configs_segmentation_pspnet_dice_train_mcc,configs_segmentation_pspnet_dice_train_cohen_kappa,configs_segmentation_pspnet_dice_train_iou_0,configs_segmentation_pspnet_dice_train_iou_1,configs_segmentation_pspnet_dice_train_iou_2,configs_segmentation_pspnet_dice_train_iou_3,configs_segmentation_pspnet_dice_train_iou_4,configs_segmentation_pspnet_dice_train_iou_5,configs_segmentation_pspnet_dice_train_iou_6,configs_segmentation_pspnet_dice_train_iou_7,configs_segmentation_pspnet_dice_train_iou_8,configs_segmentation_pspnet_dice_train_iou_9,configs_segmentation_pspnet_dice_train_iou_mean,configs_segmentation_pspnet_dice_val_loss,configs_segmentation_pspnet_dice_val_accuracy,configs_segmentation_pspnet_dice_val_precision,configs_segmentation_pspnet_dice_val_recall,configs_segmentation_pspnet_dice_val_mcc,configs_segmentation_pspnet_dice_val_cohen_kappa,configs_segmentation_pspnet_dice_val_iou_0,configs_segmentation_pspnet_dice_val_iou_1,configs_segmentation_pspnet_dice_val_iou_2,configs_segmentation_pspnet_dice_val_iou_3,configs_segmentation_pspnet_dice_val_iou_4,configs_segmentation_pspnet_dice_val_iou_5,configs_segmentation_pspnet_dice_val_iou_6,configs_segmentation_pspnet_dice_val_iou_7,configs_segmentation_pspnet_dice_val_iou_8,configs_segmentation_pspnet_dice_val_iou_9,configs_segmentation_pspnet_dice_val_iou_mean
421.06020498275757,129.4032335281372,0.844474706960761,0.6239539384841919,0.6239539384841919,0.6239539384841919,0.4531816244125366,0.44872236251831055,0.000272908597253263,0.13275878131389618,0.28918299078941345,0.04173186793923378,0.2468637377023697,0.40512552857398987,0.4035915732383728,0.0006151337292976677,0.0006902634631842375,0.6161965131759644,0.21370291709899902,0.8491537645459175,0.5666041374206543,0.5666041374206543,0.5666041374206543,0.4226051867008209,0.4003482460975647,0.0,6.021674835210433e-06,0.12188266962766647,0.000318933860398829,0.09721096605062485,0.3586815595626831,0.40113282203674316,0.0,0.0010276003740727901,0.5930424928665161,0.15733031928539276
420.2350540161133,125.08260989189148,0.7937763488810995,0.7433248162269592,0.7433248162269592,0.7433248162269592,0.604388415813446,0.6035764813423157,0.0,0.2868579030036926,0.4397474229335785,0.1450311541557312,0.4307668209075928,0.5339441299438477,0.5263839364051819,0.004289101809263229,0.014933097176253796,0.736572802066803,0.31185266375541687,0.7826981395483017,0.7294180989265442,0.7294180989265442,0.7294180989265442,0.6003993153572083,0.5966544151306152,0.0,0.1585313081741333,0.40286803245544434,0.13392798602581024,0.3953219950199127,0.4897044003009796,0.5756934881210327,0.0068366327323019505,0.017126815393567085,0.7208567261695862,0.2900867462158203
422.3647139072418,126.97840881347656,0.7807907721270686,0.7649790048599243,0.7649790048599243,0.7649790048599243,0.6351736187934875,0.6347343921661377,0.0,0.3216574788093567,0.49415719509124756,0.191217303276062,0.4613499343395233,0.5517346858978271,0.5730427503585815,0.012662368826568127,0.032571885734796524,0.7599108815193176,0.3398304581642151,0.7698550149798393,0.7612253427505493,0.7612253427505493,0.7612253427505493,0.6324090361595154,0.6296553611755371,0.0,0.3066977858543396,0.4610070586204529,0.20711304247379303,0.48963770270347595,0.5465649962425232,0.5612238645553589,0.013706372119486332,0.03500634804368019,0.7580996751785278,0.3379056751728058
418.760990858078,126.77856922149658,0.7713317378707554,0.7810158729553223,0.7810158729553223,0.7810158729553223,0.6599625945091248,0.6596434116363525,0.0,0.34443435072898865,0.4987400770187378,0.24331486225128174,0.4982779622077942,0.5729958415031433,0.599268913269043,0.01544993557035923,0.05562252178788185,0.7799996137619019,0.36081042885780334,0.7648767381906509,0.7597359418869019,0.7597359418869019,0.7597359418869019,0.6407690048217773,0.6391806602478027,0.0,0.07114756852388382,0.3156818747520447,0.17662574350833893,0.47528448700904846,0.5542778372764587,0.6329420804977417,0.01785329356789589,0.06014420464634895,0.7714182138442993,0.3075375258922577
417.10604429244995,129.19618272781372,0.76561104733011,0.7873162627220154,0.7873162627220154,0.7873162627220154,0.6696913242340088,0.6693252325057983,0.0,0.34484168887138367,0.5119829773902893,0.21588070690631866,0.5010972023010254,0.5746580958366394,0.6155826449394226,0.021771907806396484,0.08612161874771118,0.7892404794692993,0.36611777544021606,0.755570612847805,0.7850483655929565,0.7850483655929565,0.7850483655929565,0.6664202213287354,0.6653282642364502,0.0,0.3332419693470001,0.49924010038375854,0.17902067303657532,0.5155540108680725,0.5643136501312256,0.6305543780326843,0.015817858278751373,0.08776906877756119,0.7795224785804749,0.3605034351348877
412.14402532577515,125.00365567207336,0.7600541270297506,0.7918515801429749,0.7918515801429749,0.7918515801429749,0.6763914823532104,0.6759772300720215,0.0,0.3489392399787903,0.5483649969100952,0.1813412755727768,0.5433171391487122,0.5833612084388733,0.6188747882843018,0.02545243129134178,0.09769827872514725,0.7895214557647705,0.37368708848953247,0.7535197138786316,0.7756079435348511,0.7756079435348511,0.7756079435348511,0.6601954102516174,0.6595630645751953,0.0,0.3302307724952698,0.47636649012565613,0.13868507742881775,0.5260292887687683,0.549035906791687,0.6347622871398926,0.024312341585755348,0.07261380553245544,0.7731524109840393,0.35251882672309875
410.97797417640686,124.85326910018921,0.7548788189888,0.798947274684906,0.798947274684906,0.798947274684906,0.6867596507072449,0.6864503622055054,0.0,0.3888687491416931,0.5645546317100525,0.24236883223056793,0.5579529404640198,0.6014493703842163,0.6197215914726257,0.0324610136449337,0.09778652340173721,0.7966145277023315,0.39017781615257263,0.7663729339838028,0.7531073689460754,0.7531073689460754,0.7531073689460754,0.61114901304245,0.6039344072341919,0.0,0.2747773230075836,0.4661325514316559,0.21141675114631653,0.5706962943077087,0.5481075644493103,0.47588983178138733,0.028491267934441566,0.09128773212432861,0.7373631596565247,0.3404162526130676
410.68794870376587,126.0569531917572,0.7509349636409594,0.8057627081871033,0.8057627081871033,0.8057627081871033,0.6973556876182556,0.6970540285110474,0.0,0.3827740550041199,0.567534863948822,0.25339433550834656,0.5583221316337585,0.6028574705123901,0.6409944891929626,0.03936493396759033,0.1021122932434082,0.8063707947731018,0.39537253975868225,0.7458554804325104,0.7940177321434021,0.7940177321434021,0.7940177321434021,0.6824502348899841,0.6808294057846069,0.0,0.35748156905174255,0.5152073502540588,0.3562365472316742,0.5680941343307495,0.5819565057754517,0.6405267715454102,0.041558969765901566,0.08923784643411636,0.784214973449707,0.3934514820575714
406.5149748325348,126.40221929550171,0.7487695890924205,0.8062716722488403,0.8062716722488403,0.8062716722488403,0.6989285349845886,0.6986445188522339,0.0,0.39883726835250854,0.5868974924087524,0.2896305024623871,0.5777000188827515,0.6206433773040771,0.6322552561759949,0.0471293181180954,0.10204154998064041,0.8003891706466675,0.40555238723754883,0.7445173114538193,0.7966923117637634,0.7966923117637634,0.7966923117637634,0.6886731386184692,0.6878447532653809,0.0,0.3745407462120056,0.5427435636520386,0.2908394932746887,0.5476338863372803,0.5932090878486633,0.6405537128448486,0.02813619375228882,0.09673943370580673,0.7865395545959473,0.3900935649871826
408.4039099216461,125.66778874397278,0.7446699531181998,0.8099405765533447,0.8099405765533447,0.8099405765533447,0.7039377093315125,0.7036545276641846,0.0,0.4081811010837555,0.6025249361991882,0.2933044731616974,0.5767762064933777,0.6187214255332947,0.6406630873680115,0.05282209441065788,0.10587513446807861,0.805200457572937,0.4104068875312805,0.738180086016655,0.7958835363388062,0.7958835363388062,0.7958835363388062,0.6876528263092041,0.6869404315948486,0.0,0.3680787682533264,0.5521392226219177,0.32691600918769836,0.5729582905769348,0.5864980220794678,0.6464709639549255,0.0472201406955719,0.08565688878297806,0.7863366007804871,0.3972274959087372
