configs_segmentation_pspnet_ce_train_time,configs_segmentation_pspnet_ce_val_time,configs_segmentation_pspnet_ce_train_loss,configs_segmentation_pspnet_ce_train_accuracy,configs_segmentation_pspnet_ce_train_precision,configs_segmentation_pspnet_ce_train_recall,configs_segmentation_pspnet_ce_train_mcc,configs_segmentation_pspnet_ce_train_cohen_kappa,configs_segmentation_pspnet_ce_train_iou_0,configs_segmentation_pspnet_ce_train_iou_1,configs_segmentation_pspnet_ce_train_iou_2,configs_segmentation_pspnet_ce_train_iou_3,configs_segmentation_pspnet_ce_train_iou_4,configs_segmentation_pspnet_ce_train_iou_5,configs_segmentation_pspnet_ce_train_iou_6,configs_segmentation_pspnet_ce_train_iou_7,configs_segmentation_pspnet_ce_train_iou_8,configs_segmentation_pspnet_ce_train_iou_9,configs_segmentation_pspnet_ce_train_iou_mean,configs_segmentation_pspnet_ce_val_loss,configs_segmentation_pspnet_ce_val_accuracy,configs_segmentation_pspnet_ce_val_precision,configs_segmentation_pspnet_ce_val_recall,configs_segmentation_pspnet_ce_val_mcc,configs_segmentation_pspnet_ce_val_cohen_kappa,configs_segmentation_pspnet_ce_val_iou_0,configs_segmentation_pspnet_ce_val_iou_1,configs_segmentation_pspnet_ce_val_iou_2,configs_segmentation_pspnet_ce_val_iou_3,configs_segmentation_pspnet_ce_val_iou_4,configs_segmentation_pspnet_ce_val_iou_5,configs_segmentation_pspnet_ce_val_iou_6,configs_segmentation_pspnet_ce_val_iou_7,configs_segmentation_pspnet_ce_val_iou_8,configs_segmentation_pspnet_ce_val_iou_9,configs_segmentation_pspnet_ce_val_iou_mean
402.00647807121277,120.84800028800964,1.1707249465196028,0.641819179058075,0.641819179058075,0.641819179058075,0.43024715781211853,0.42892247438430786,0.048628032207489014,0.017597055062651634,0.023219719529151917,0.07390125095844269,0.17783142626285553,0.4061347544193268,0.3820754289627075,0.0022768829949200153,0.0023679037112742662,0.6614232659339905,0.1795455664396286,3.488348290324211,0.5701214075088501,0.5701214075088501,0.5701214075088501,0.44417306780815125,0.4168758988380432,0.0,0.0,2.6442714897711994e-06,0.1141035333275795,0.22208862006664276,0.31532129645347595,0.44215214252471924,0.0,0.0,0.5418330430984497,0.16355012357234955
398.4290883541107,119.65106153488159,0.7912903376247572,0.7357920408248901,0.7357920408248901,0.7357920408248901,0.5699431896209717,0.566601037979126,0.0,0.09338867664337158,0.2779121994972229,0.06672194600105286,0.32448405027389526,0.512996256351471,0.50310879945755,0.0,0.0,0.7436938881874084,0.25223058462142944,0.8631961941719055,0.7112982869148254,0.7112982869148254,0.7112982869148254,0.5615884065628052,0.5582281947135925,0.0,0.0,0.30432242155075073,0.13169178366661072,0.31413641571998596,0.38024333119392395,0.5464097261428833,0.0,0.0,0.7383443117141724,0.24151478707790375
406.3020484447479,120.234610080719,0.714398399643276,0.7598347663879395,0.7598347663879395,0.7598347663879395,0.6154934763908386,0.6140751242637634,0.011098016053438187,0.12163328379392624,0.39315515756607056,0.17075014114379883,0.39733678102493286,0.5292993187904358,0.5578151345252991,0.0,0.0,0.7652102112770081,0.2946298122406006,0.7473317533731461,0.7509526014328003,0.7509526014328003,0.7509526014328003,0.611298680305481,0.6088086366653442,0.0468645878136158,0.11820780485868454,0.3935266435146332,0.13646720349788666,0.4100216031074524,0.5084067583084106,0.5467652678489685,0.0,0.0,0.7586469054222107,0.2918906807899475
397.77062010765076,121.18037247657776,0.6563106593878373,0.7795509696006775,0.7795509696006775,0.7795509696006775,0.6504414677619934,0.649773120880127,0.14983782172203064,0.23225651681423187,0.4587125778198242,0.2210383117198944,0.4798211455345154,0.5642149448394775,0.5826143622398376,0.0,0.0,0.7784649729728699,0.3466961085796356,0.7401710525155067,0.7692514657974243,0.7692514657974243,0.7692514657974243,0.6305385231971741,0.6214234828948975,0.006812303327023983,0.13222654163837433,0.45549365878105164,0.02126900851726532,0.3943893015384674,0.5750196576118469,0.5895376205444336,0.0,0.0,0.7523453831672668,0.2927093505859375
406.95631551742554,123.24545526504517,0.6273342863373135,0.788170337677002,0.788170337677002,0.788170337677002,0.66364586353302,0.6628620624542236,0.2079332023859024,0.2915867269039154,0.5085433125495911,0.2417096048593521,0.4944566786289215,0.5716065168380737,0.5926637053489685,0.0,0.0,0.7820735573768616,0.3690573275089264,0.7738647162914276,0.7530343532562256,0.7530343532562256,0.7530343532562256,0.6080285906791687,0.6011542081832886,0.002207136247307062,0.16356238722801208,0.4151650071144104,0.04376047104597092,0.4263770282268524,0.5117107033729553,0.6145156025886536,0.0,0.0,0.7246645092964172,0.2901962697505951
405.5183503627777,120.64559984207153,0.6049869190091672,0.797327995300293,0.797327995300293,0.797327995300293,0.6787488460540771,0.677981972694397,0.04672461003065109,0.32137975096702576,0.5134007334709167,0.3357390761375427,0.5020635724067688,0.5994008183479309,0.6121435761451721,0.0,0.0,0.7892049551010132,0.37200573086738586,0.6387884877622128,0.7872499823570251,0.7872499823570251,0.7872499823570251,0.6690611839294434,0.6676580905914307,0.1467628926038742,0.34747299551963806,0.5370943546295166,0.2211015522480011,0.5078535676002502,0.6127806901931763,0.57551509141922,0.0,0.0,0.7793712615966797,0.3727952539920807
396.87430143356323,120.48286890983582,0.5642541271188984,0.8112130761146545,0.8112130761146545,0.8112130761146545,0.7019231915473938,0.7014131546020508,0.2563045024871826,0.33794549107551575,0.5465020537376404,0.3392481207847595,0.5165184736251831,0.6406776309013367,0.6184085011482239,0.0,0.0,0.8054806590080261,0.4061085879802704,0.6090169996023178,0.7947678565979004,0.7947678565979004,0.7947678565979004,0.6846329569816589,0.6835929751396179,0.33909064531326294,0.29402318596839905,0.538663387298584,0.28802865743637085,0.5348790287971497,0.539139986038208,0.6308058500289917,0.0,0.0,0.7926627993583679,0.3957293629646301
403.9179947376251,120.50320410728455,0.5247419165528339,0.8257693648338318,0.8257693648338318,0.8257693648338318,0.7254787087440491,0.7250131368637085,0.4362196624279022,0.358974814414978,0.5699021220207214,0.37981167435646057,0.5375357866287231,0.6460968852043152,0.6441702842712402,0.0,0.0,0.8233120441436768,0.4396023452281952,0.6459494866430759,0.7751795649528503,0.7751795649528503,0.7751795649528503,0.6601903438568115,0.6578640937805176,0.07788971811532974,0.3341800570487976,0.5285871624946594,0.20660580694675446,0.5462796092033386,0.42713773250579834,0.6541149616241455,0.0,0.0,0.7985548377037048,0.3573349714279175
400.7929193973541,122.29376888275146,0.5147251823674077,0.8290485143661499,0.8290485143661499,0.8290485143661499,0.7310072183609009,0.7306565642356873,0.2827310562133789,0.36856213212013245,0.5733526349067688,0.426544725894928,0.5557272434234619,0.6696604490280151,0.6579793691635132,0.0,0.0,0.8226417303085327,0.43571993708610535,0.6011410057544708,0.8062875270843506,0.8062875270843506,0.8062875270843506,0.7082207798957825,0.7076255083084106,0.3934822380542755,0.3853418231010437,0.5200873613357544,0.25275588035583496,0.540877640247345,0.6051782369613647,0.6504015922546387,0.0,0.0,0.8022667169570923,0.41503915190696716
401.39042043685913,120.26013374328613,0.48459532338639966,0.837576150894165,0.837576150894165,0.837576150894165,0.745955228805542,0.7457786798477173,0.4494023025035858,0.3776530623435974,0.5898818969726562,0.4581911861896515,0.5543377995491028,0.6800199747085571,0.6694402098655701,0.0,0.0,0.8315775394439697,0.461050420999527,0.5870874598622322,0.8093664050102234,0.8093664050102234,0.8093664050102234,0.7080227136611938,0.707532525062561,0.40388697385787964,0.3734032213687897,0.5564152598381042,0.29724636673927307,0.5207422971725464,0.6165189743041992,0.6509893536567688,0.0,0.0,0.8017807006835938,0.4220983684062958
404.38925552368164,123.07755827903748,0.4829128280929897,0.837356686592102,0.837356686592102,0.837356686592102,0.7434728145599365,0.7429863214492798,0.461372971534729,0.37846124172210693,0.5920022130012512,0.4771842360496521,0.5506026744842529,0.6916562914848328,0.6663658618927002,0.0,0.0,0.8256317973136902,0.46432772278785706,0.6189928837120533,0.805528998374939,0.805528998374939,0.805528998374939,0.6940193176269531,0.690226674079895,0.3877480626106262,0.2705085873603821,0.49326103925704956,0.22497090697288513,0.5384344458580017,0.5987266302108765,0.6370348334312439,0.0,0.0,0.7901998162269592,0.3940884470939636
400.4032301902771,121.20357775688171,0.47732575043388037,0.8400998711585999,0.8400998711585999,0.8400998711585999,0.748550534248352,0.7482081651687622,0.4302901029586792,0.3713763356208801,0.6009693145751953,0.38938531279563904,0.5680450797080994,0.6802833080291748,0.6727368235588074,0.0,0.0,0.8397101163864136,0.4552796483039856,0.5987158380448818,0.8052660822868347,0.8052660822868347,0.8052660822868347,0.7034187912940979,0.7016736268997192,0.4113130569458008,0.3118419945240021,0.5766881108283997,0.2916390299797058,0.5753923058509827,0.6004156470298767,0.6473661661148071,0.0,0.0,0.8043733835220337,0.42190295457839966
402.22760939598083,120.11285901069641,0.4387068178342736,0.8536005616188049,0.8536005616188049,0.8536005616188049,0.7708021402359009,0.7706138491630554,0.5280063152313232,0.38679859042167664,0.6104061603546143,0.45696762204170227,0.5785068869590759,0.731796145439148,0.6892027258872986,0.0,0.0,0.8526245355606079,0.4834308624267578,0.6377920508384705,0.8140159249305725,0.8140159249305725,0.8140159249305725,0.7123251557350159,0.711376428604126,0.40455326437950134,0.3434433937072754,0.5302214026451111,0.12809263169765472,0.5395899415016174,0.6103534698486328,0.6669570207595825,0.0,0.0,0.8093104958534241,0.40325218439102173
403.7083511352539,121.72517728805542,0.42618051430453424,0.8576800227165222,0.8576800227165222,0.8576800227165222,0.77671217918396,0.7764838337898254,0.5966769456863403,0.36595532298088074,0.6100946664810181,0.5201109647750854,0.5763765573501587,0.7460022568702698,0.6925398707389832,0.0,0.0,0.8531811833381653,0.4960938096046448,0.596648097038269,0.8026714324951172,0.8026714324951172,0.8026714324951172,0.6988019943237305,0.6976985931396484,0.3725203573703766,0.2861105799674988,0.47091707587242126,0.33948108553886414,0.5209011435508728,0.5690204501152039,0.6574622988700867,0.0,0.0,0.8056181073188782,0.4022030830383301
397.2394404411316,122.14359474182129,0.4053327337555263,0.8652786612510681,0.8652786612510681,0.8652786612510681,0.7886335253715515,0.7883878946304321,0.5964888334274292,0.4064556360244751,0.6339909434318542,0.5420344471931458,0.5981408357620239,0.7684801816940308,0.7007769346237183,0.0,0.00032914773328229785,0.8606472611427307,0.510734498500824,0.5826009549200535,0.8206765055656433,0.8206765055656433,0.8206765055656433,0.7200024127960205,0.7180447578430176,0.41299280524253845,0.2981278598308563,0.5850233435630798,0.3665652573108673,0.5675098896026611,0.6495584845542908,0.6627099514007568,0.0,0.00018455152167007327,0.8009819388389587,0.4343654215335846
403.768217086792,124.65007257461548,0.3908484927985979,0.8695957660675049,0.8695957660675049,0.8695957660675049,0.7956251502037048,0.7954198718070984,0.636505663394928,0.4130503833293915,0.6448235511779785,0.5451807975769043,0.6001042723655701,0.7753482460975647,0.7116062045097351,0.0,0.005905629135668278,0.8653603792190552,0.5197885632514954,0.57109160348773,0.8277108669281006,0.8277108669281006,0.8277108669281006,0.7350586652755737,0.7345842123031616,0.3400697112083435,0.3858874440193176,0.5929931402206421,0.37647902965545654,0.5851192474365234,0.6727525591850281,0.6568670272827148,0.0,0.00031160659273155034,0.8192312717437744,0.4429711401462555
