last_unet3plus_dice_train_time,last_unet3plus_dice_val_time,last_unet3plus_dice_train_loss,last_unet3plus_dice_train_accuracy,last_unet3plus_dice_train_precision,last_unet3plus_dice_train_recall,last_unet3plus_dice_train_mcc,last_unet3plus_dice_train_cohen_kappa,last_unet3plus_dice_train_iou_0,last_unet3plus_dice_train_iou_1,last_unet3plus_dice_train_iou_2,last_unet3plus_dice_train_iou_3,last_unet3plus_dice_train_iou_4,last_unet3plus_dice_train_iou_5,last_unet3plus_dice_train_iou_6,last_unet3plus_dice_train_iou_7,last_unet3plus_dice_train_iou_8,last_unet3plus_dice_train_iou_9,last_unet3plus_dice_train_iou_mean,last_unet3plus_dice_val_loss,last_unet3plus_dice_val_accuracy,last_unet3plus_dice_val_precision,last_unet3plus_dice_val_recall,last_unet3plus_dice_val_mcc,last_unet3plus_dice_val_cohen_kappa,last_unet3plus_dice_val_iou_0,last_unet3plus_dice_val_iou_1,last_unet3plus_dice_val_iou_2,last_unet3plus_dice_val_iou_3,last_unet3plus_dice_val_iou_4,last_unet3plus_dice_val_iou_5,last_unet3plus_dice_val_iou_6,last_unet3plus_dice_val_iou_7,last_unet3plus_dice_val_iou_8,last_unet3plus_dice_val_iou_9,last_unet3plus_dice_val_iou_mean
652.0938065052032,154.03218722343445,0.9287895108317281,0.6521792411804199,0.6521792411804199,0.6521792411804199,0.49556806683540344,0.4880886673927307,0.0003259684890508652,0.12066313624382019,0.2905201315879822,0.004187759943306446,0.38182681798934937,0.3792353570461273,0.4549071192741394,0.00015936527051962912,0.06129172444343567,0.6245396137237549,0.23176570236682892,0.9229988558539028,0.6954976916313171,0.6954976916313171,0.6954976916313171,0.5544021129608154,0.548745334148407,0.0,0.04712723568081856,0.24911247193813324,0.0,0.4309522211551666,0.42924919724464417,0.5516688227653503,0.0,0.09488188475370407,0.6772483587265015,0.24802403151988983
655.592387676239,150.03300142288208,0.9239232723529522,0.7048115730285645,0.7048115730285645,0.7048115730285645,0.5558295249938965,0.5521312952041626,0.0,0.14124342799186707,0.327200710773468,1.2527086255431641e-05,0.43620315194129944,0.44066309928894043,0.510206937789917,0.0,0.09520720690488815,0.687648594379425,0.26383858919143677,0.9208415273962349,0.7494394779205322,0.7494394779205322,0.7494394779205322,0.615869402885437,0.6143630743026733,0.0,0.22756341099739075,0.2956254184246063,7.382393050647806e-06,0.5486488938331604,0.4486740231513977,0.6167193055152893,0.0,0.10281208902597427,0.7497178316116333,0.298976868391037
653.3303844928741,151.15141940116882,0.922113836466611,0.7324117422103882,0.7324117422103882,0.7324117422103882,0.5943149924278259,0.5915687680244446,0.0,0.2506517469882965,0.3814036548137665,0.00978922937065363,0.4830261766910553,0.47759386897087097,0.5443940162658691,0.0,0.09973711520433426,0.7173384428024292,0.2963934540748596,0.9206857681274414,0.7607673406600952,0.7607673406600952,0.7607673406600952,0.6300203204154968,0.6286333799362183,0.0,0.34744295477867126,0.39121437072753906,0.018015170469880104,0.5483794808387756,0.49624311923980713,0.6008792519569397,0.0,0.11158274114131927,0.7497021555900574,0.32634592056274414
660.4077146053314,154.77216911315918,0.9217219654020372,0.7458961606025696,0.7458961606025696,0.7458961606025696,0.610700786113739,0.6088312268257141,0.0,0.2572009563446045,0.39855366945266724,0.06182343140244484,0.5036076903343201,0.4952613115310669,0.5581192970275879,0.0,0.10487204790115356,0.7332407236099243,0.3112679123878479,0.9199281972030113,0.76870197057724,0.76870197057724,0.76870197057724,0.6487096548080444,0.6472209692001343,0.0,0.38130488991737366,0.35148710012435913,0.17405641078948975,0.4770289659500122,0.5161163806915283,0.6139274835586548,0.0,0.10751929134130478,0.7706151604652405,0.3392055928707123
661.3134963512421,153.13275909423828,0.9204986514625969,0.759856104850769,0.759856104850769,0.759856104850769,0.6322396993637085,0.6304699182510376,0.0,0.3232627511024475,0.4390406608581543,0.09418270736932755,0.5434065461158752,0.5077338218688965,0.5779632329940796,0.0,0.11411716043949127,0.7459646463394165,0.3345671594142914,0.9203595580725834,0.7374311089515686,0.7374311089515686,0.7374311089515686,0.6246643662452698,0.6158502101898193,0.0,0.16683460772037506,0.3942555785179138,0.04500621557235718,0.3901059627532959,0.4212047755718231,0.6395962238311768,0.0,0.11255723983049393,0.7451638579368591,0.2914724349975586
653.0135653018951,154.21308302879333,0.9200359759749946,0.7751233577728271,0.7751233577728271,0.7751233577728271,0.6533932089805603,0.6520713567733765,0.0,0.3415836691856384,0.4529287815093994,0.13582557439804077,0.5506671667098999,0.5287454724311829,0.6028267741203308,0.0,0.11774297058582306,0.7657424807548523,0.34960630536079407,0.9178051311394264,0.7760351300239563,0.7760351300239563,0.7760351300239563,0.6667831540107727,0.6645323634147644,0.0,0.1423836499452591,0.40441566705703735,0.16199380159378052,0.5696160197257996,0.525680661201477,0.6591124534606934,0.0,0.10815626382827759,0.7662802338600159,0.33376389741897583
650.1112806797028,150.57657742500305,0.9194620756002573,0.7782309055328369,0.7782309055328369,0.7782309055328369,0.6584277749061584,0.657028317451477,0.0,0.309709370136261,0.4526408314704895,0.15916118025779724,0.5775812268257141,0.5299769043922424,0.6054583787918091,0.0,0.11948742717504501,0.7696680426597595,0.3523683249950409,0.9177085654488926,0.8017330169677734,0.8017330169677734,0.8017330169677734,0.6987596154212952,0.6975893974304199,0.0,0.48645713925361633,0.45009079575538635,0.15941545367240906,0.6290075182914734,0.5228804349899292,0.6940917372703552,0.0,0.11858569085597992,0.8022359609603882,0.3862764835357666
655.4541504383087,152.10347485542297,0.9186956581178602,0.7942257523536682,0.7942257523536682,0.7942257523536682,0.6814221143722534,0.6804320812225342,0.0,0.36666497588157654,0.4856669008731842,0.1742430180311203,0.5846211314201355,0.5497553944587708,0.6367020010948181,0.0,0.12395910918712616,0.7890570759773254,0.37106695771217346,0.9166946904412632,0.8082998394966125,0.8082998394966125,0.8082998394966125,0.707891047000885,0.7070492506027222,0.0,0.321154922246933,0.4594942331314087,0.19152399897575378,0.6276078224182129,0.5428402423858643,0.7097548246383667,0.0,0.12290699779987335,0.8119193315505981,0.3787202537059784
654.5850839614868,153.21762585639954,0.9185105123362698,0.7959780693054199,0.7959780693054199,0.7959780693054199,0.6840252876281738,0.6831250190734863,0.0,0.37810787558555603,0.5028338432312012,0.22515863180160522,0.5998111963272095,0.5601713061332703,0.6329466104507446,0.0,0.12512749433517456,0.7867415547370911,0.38108983635902405,0.9168817339272335,0.797369658946991,0.797369658946991,0.797369658946991,0.6927993297576904,0.6914329528808594,0.0,0.18592865765094757,0.3728393614292145,0.2787380516529083,0.5949288606643677,0.5643895864486694,0.6894177794456482,0.0,0.12376102060079575,0.797872006893158,0.3607875406742096
643.9317331314087,151.27579188346863,0.9182679220870301,0.8016459941864014,0.8016459941864014,0.8016459941864014,0.6931641101837158,0.6922560930252075,0.0,0.3823062479496002,0.529822051525116,0.24115589261054993,0.6212933659553528,0.5698426961898804,0.6389893889427185,0.0,0.12633047997951508,0.7922616600990295,0.3902002274990082,0.9167960861633564,0.8106291890144348,0.8106291890144348,0.8106291890144348,0.7143296599388123,0.7133811712265015,0.0,0.492539644241333,0.5319061875343323,0.3110498785972595,0.6432936191558838,0.5610108375549316,0.6799715161323547,0.0,0.1252017319202423,0.8057222366333008,0.415069580078125
