configs_segmentation_enet_dice_train_time,configs_segmentation_enet_dice_val_time,configs_segmentation_enet_dice_train_loss,configs_segmentation_enet_dice_train_accuracy,configs_segmentation_enet_dice_train_precision,configs_segmentation_enet_dice_train_recall,configs_segmentation_enet_dice_train_mcc,configs_segmentation_enet_dice_train_cohen_kappa,configs_segmentation_enet_dice_train_iou_0,configs_segmentation_enet_dice_train_iou_1,configs_segmentation_enet_dice_train_iou_2,configs_segmentation_enet_dice_train_iou_3,configs_segmentation_enet_dice_train_iou_4,configs_segmentation_enet_dice_train_iou_5,configs_segmentation_enet_dice_train_iou_6,configs_segmentation_enet_dice_train_iou_7,configs_segmentation_enet_dice_train_iou_8,configs_segmentation_enet_dice_train_iou_9,configs_segmentation_enet_dice_train_iou_mean,configs_segmentation_enet_dice_val_loss,configs_segmentation_enet_dice_val_accuracy,configs_segmentation_enet_dice_val_precision,configs_segmentation_enet_dice_val_recall,configs_segmentation_enet_dice_val_mcc,configs_segmentation_enet_dice_val_cohen_kappa,configs_segmentation_enet_dice_val_iou_0,configs_segmentation_enet_dice_val_iou_1,configs_segmentation_enet_dice_val_iou_2,configs_segmentation_enet_dice_val_iou_3,configs_segmentation_enet_dice_val_iou_4,configs_segmentation_enet_dice_val_iou_5,configs_segmentation_enet_dice_val_iou_6,configs_segmentation_enet_dice_val_iou_7,configs_segmentation_enet_dice_val_iou_8,configs_segmentation_enet_dice_val_iou_9,configs_segmentation_enet_dice_val_iou_mean
388.4804062843323,119.7863929271698,0.9292491726253344,0.3954755961894989,0.3954755961894989,0.3954755961894989,0.11705464869737625,0.11373448371887207,0.009249377064406872,0.01026028674095869,0.029656680300831795,0.001858174684457481,0.19258256256580353,0.1112154945731163,0.06080690026283264,0.0006144411745481193,0.005798285827040672,0.43124741315841675,0.08532895892858505,0.8913607915242513,0.5801530480384827,0.5801530480384827,0.5801530480384827,0.2916238009929657,0.2603815793991089,3.356823799549602e-05,0.0,0.000444077915744856,0.0,0.3894859552383423,0.24291318655014038,0.04030635207891464,0.0,9.073340152099263e-06,0.5858681201934814,0.12590603530406952
384.6521563529968,119.45006060600281,0.8628334299377773,0.6436833143234253,0.6436833143234253,0.6436833143234253,0.42920833826065063,0.42543303966522217,3.5916746128350496e-05,0.0,0.003634505672380328,2.771281515379087e-07,0.36441752314567566,0.3473905622959137,0.3240082561969757,0.0,2.3613420125911944e-05,0.6522215008735657,0.1691732257604599,0.8283849040667216,0.6666150689125061,0.6666150689125061,0.6666150689125061,0.48069965839385986,0.4737057685852051,0.0,0.0,0.0034316200762987137,0.0,0.5118417739868164,0.38088351488113403,0.40874820947647095,0.0,0.0,0.6480199098587036,0.19529250264167786
385.3879494667053,118.71953415870667,0.8219829149868177,0.6948922872543335,0.6948922872543335,0.6948922872543335,0.5230541825294495,0.5208815932273865,0.0,0.0,0.08915810286998749,0.0,0.40705084800720215,0.43322330713272095,0.45203879475593567,0.0,1.0398134691058658e-05,0.6993166208267212,0.20807981491088867,0.811585295200348,0.6919105052947998,0.6919105052947998,0.6919105052947998,0.5414903163909912,0.5368101000785828,0.0,0.0,0.18127267062664032,0.0,0.3842281699180603,0.3929285705089569,0.5644040107727051,0.0,0.0,0.6841521859169006,0.2206985503435135
387.4159002304077,119.78276538848877,0.7999614528987719,0.7361742258071899,0.7361742258071899,0.7361742258071899,0.5881410241127014,0.5867421627044678,0.0,0.0,0.2653523087501526,0.0,0.4932319223880768,0.47819721698760986,0.5469444990158081,0.0,1.8916947510660975e-06,0.7351215481758118,0.25188493728637695,0.7831178228060405,0.762804388999939,0.762804388999939,0.762804388999939,0.6202347874641418,0.6110292077064514,0.0,0.0,0.32646486163139343,0.0,0.5794835686683655,0.5159463286399841,0.5951927304267883,0.0,1.2098847946617752e-05,0.742363452911377,0.2759462893009186
390.3391613960266,119.38571166992188,0.7863777292811353,0.7561030387878418,0.7561030387878418,0.7561030387878418,0.6151177883148193,0.6136562824249268,0.0,4.746139438793762e-06,0.34228837490081787,0.0,0.5461873412132263,0.5045244097709656,0.5701054930686951,0.0005242566694505513,0.001546743675135076,0.7513184547424316,0.2716499865055084,0.7877276182174683,0.7253519892692566,0.7253519892692566,0.7253519892692566,0.5825618505477905,0.5796537399291992,0.0,0.0,0.23387199640274048,0.0,0.48574286699295044,0.4788472056388855,0.5362569689750671,0.0023684583138674498,0.007040897384285927,0.7413711547851562,0.24854996800422668
385.7748816013336,118.65771102905273,0.7762749933678171,0.7615698575973511,0.7615698575973511,0.7615698575973511,0.6264872550964355,0.6251815557479858,0.0,1.476440502301557e-05,0.3816593587398529,0.0,0.5551030039787292,0.5245198011398315,0.5835666656494141,0.014560701325535774,0.011415673419833183,0.7540940046310425,0.2824934124946594,0.7770763635635376,0.7422308325767517,0.7422308325767517,0.7422308325767517,0.616719663143158,0.6125433444976807,0.0,0.0,0.27633383870124817,0.0,0.4195480942726135,0.47660031914711,0.6190810203552246,0.013294086791574955,0.016334986314177513,0.7613396048545837,0.25825318694114685
387.0515356063843,118.2187716960907,0.767270671284717,0.7745685577392578,0.7745685577392578,0.7745685577392578,0.6467233300209045,0.6454957723617554,0.0,1.0546459634497296e-05,0.40212488174438477,0.00013396903523243964,0.585283100605011,0.5391268730163574,0.6108391880989075,0.030296659097075462,0.02965898998081684,0.7754757404327393,0.2972950041294098,0.7558720827102661,0.770576536655426,0.770576536655426,0.770576536655426,0.6563308238983154,0.653749942779541,0.0,1.5248458566929912e-06,0.28939101099967957,0.0007783498149365187,0.6125061511993408,0.537378191947937,0.6672472953796387,0.03332241624593735,0.0402422696352005,0.7882002592086792,0.2969067692756653
388.51296186447144,119.92271876335144,0.7628606907699419,0.775558590888977,0.775558590888977,0.775558590888977,0.6485963463783264,0.6475046873092651,0.0,0.0019077630713582039,0.43829968571662903,0.0012038584100082517,0.6064443588256836,0.538002073764801,0.6142818331718445,0.03547064960002899,0.04513802006840706,0.7754088044166565,0.30561572313308716,0.7549836079279582,0.7649516463279724,0.7649516463279724,0.7649516463279724,0.6408569812774658,0.6390354633331299,0.0,0.004365188535302877,0.32539719343185425,0.0024823343846946955,0.580555260181427,0.5195788145065308,0.6263437271118164,0.03591451421380043,0.05094863474369049,0.7722208499908447,0.2917806804180145
392.699542760849,124.40671801567078,0.7600999552270641,0.7765999436378479,0.7765999436378479,0.7765999436378479,0.6509180068969727,0.649947464466095,0.0,0.010524535551667213,0.4377548098564148,0.005271374247968197,0.5929602384567261,0.5473440289497375,0.6163403391838074,0.03955043852329254,0.053380146622657776,0.779444694519043,0.3082570731639862,0.745776891708374,0.7896294593811035,0.7896294593811035,0.7896294593811035,0.6762078404426575,0.6750447750091553,0.0,0.01185720693320036,0.42213326692581177,0.008065720088779926,0.6098842024803162,0.5555372834205627,0.6653544902801514,0.04321123659610748,0.056555673480033875,0.7997244596481323,0.3172323703765869
391.1066973209381,119.88414263725281,0.7543808351392332,0.7813110947608948,0.7813110947608948,0.7813110947608948,0.6579241752624512,0.6569692492485046,0.0,0.017935736104846,0.44288110733032227,0.010190778411924839,0.6207820773124695,0.549940288066864,0.6206803321838379,0.04300523176789284,0.05619650334119797,0.7877365350723267,0.3149348795413971,0.7392592430114746,0.7896327972412109,0.7896327972412109,0.7896327972412109,0.6806568503379822,0.6794335842132568,0.0,0.024609578773379326,0.41567620635032654,0.01608101837337017,0.6503571271896362,0.5401111841201782,0.6834145188331604,0.044550273567438126,0.05877203866839409,0.7999734878540039,0.323354572057724
