segmentation_deeplab_dice_train_time,segmentation_deeplab_dice_val_time,segmentation_deeplab_dice_train_loss,segmentation_deeplab_dice_train_accuracy,segmentation_deeplab_dice_train_precision,segmentation_deeplab_dice_train_recall,segmentation_deeplab_dice_train_mcc,segmentation_deeplab_dice_train_cohen_kappa,segmentation_deeplab_dice_train_iou_0,segmentation_deeplab_dice_train_iou_1,segmentation_deeplab_dice_train_iou_2,segmentation_deeplab_dice_train_iou_3,segmentation_deeplab_dice_train_iou_4,segmentation_deeplab_dice_train_iou_5,segmentation_deeplab_dice_train_iou_6,segmentation_deeplab_dice_train_iou_7,segmentation_deeplab_dice_train_iou_8,segmentation_deeplab_dice_train_iou_9,segmentation_deeplab_dice_train_iou_mean,segmentation_deeplab_dice_val_loss,segmentation_deeplab_dice_val_accuracy,segmentation_deeplab_dice_val_precision,segmentation_deeplab_dice_val_recall,segmentation_deeplab_dice_val_mcc,segmentation_deeplab_dice_val_cohen_kappa,segmentation_deeplab_dice_val_iou_0,segmentation_deeplab_dice_val_iou_1,segmentation_deeplab_dice_val_iou_2,segmentation_deeplab_dice_val_iou_3,segmentation_deeplab_dice_val_iou_4,segmentation_deeplab_dice_val_iou_5,segmentation_deeplab_dice_val_iou_6,segmentation_deeplab_dice_val_iou_7,segmentation_deeplab_dice_val_iou_8,segmentation_deeplab_dice_val_iou_9,segmentation_deeplab_dice_val_iou_mean
489.99437522888184,173.51877975463867,0.8015427097030308,0.7187131643295288,0.7187131643295288,0.7187131643295288,0.578424870967865,0.5763750076293945,0.006733798421919346,0.2585594952106476,0.37635013461112976,0.06295209378004074,0.4278889298439026,0.47226133942604065,0.5458550453186035,0.0028875917196273804,0.0015665212413296103,0.713951826095581,0.28690066933631897,0.7713483174641927,0.7480512261390686,0.7480512261390686,0.7480512261390686,0.6168518662452698,0.6156097650527954,0.0,0.3475753664970398,0.37638893723487854,0.18558369576931,0.3947933316230774,0.4311705529689789,0.6666996479034424,0.0008038198575377464,0.005808877293020487,0.7367984056472778,0.31456226110458374
604.3755111694336,173.3332417011261,0.7548747373663861,0.7949656844139099,0.7949656844139099,0.7949656844139099,0.6792939901351929,0.6789017915725708,0.0,0.40083128213882446,0.5353192090988159,0.21506549417972565,0.5653778910636902,0.5590547919273376,0.6400293707847595,0.02168170176446438,0.061431169509887695,0.787095844745636,0.3785886764526367,0.7472607811292012,0.7801191210746765,0.7801191210746765,0.7801191210746765,0.6741622686386108,0.6719198226928711,0.0,0.42314612865448,0.5033416748046875,0.22767113149166107,0.6284118890762329,0.5307217836380005,0.6671432852745056,0.038903139531612396,0.06785039603710175,0.7707181572914124,0.38579076528549194
592.6926848888397,174.7468523979187,0.7389671012111332,0.8049671053886414,0.8049671053886414,0.8049671053886414,0.6940847039222717,0.6936507821083069,0.0,0.42518094182014465,0.5796920657157898,0.21529945731163025,0.6176804900169373,0.5640464425086975,0.6567907333374023,0.06477440893650055,0.10079839825630188,0.7981919050216675,0.40224549174308777,0.7306145985921224,0.812470018863678,0.812470018863678,0.812470018863678,0.7083549499511719,0.7062227129936218,0.0,0.44787970185279846,0.5297883749008179,0.2915961742401123,0.6129193305969238,0.5494894981384277,0.7100236415863037,0.07761937379837036,0.11030685156583786,0.8088359832763672,0.41384586691856384
606.4302337169647,168.90163326263428,0.7259115952512493,0.8166899681091309,0.8166899681091309,0.8166899681091309,0.7119484543800354,0.7114870548248291,0.0,0.4605986475944519,0.6016217470169067,0.22273209691047668,0.6312901973724365,0.5821253657341003,0.6778706312179565,0.09180207550525665,0.11967913806438446,0.8103904128074646,0.41981106996536255,0.7407074451446534,0.7610660195350647,0.7610660195350647,0.7610660195350647,0.6312583684921265,0.6273288726806641,0.0,0.4179120659828186,0.5605767369270325,0.2621164321899414,0.6269753575325012,0.5038840770721436,0.5170403718948364,0.07213389873504639,0.10669833421707153,0.7433337569236755,0.38106709718704224
600.4457783699036,174.50447154045105,0.7282612492208895,0.8082159161567688,0.8082159161567688,0.8082159161567688,0.6979324817657471,0.6973503232002258,0.0,0.46086999773979187,0.566740870475769,0.2258436232805252,0.5644104480743408,0.5551262497901917,0.6691005825996399,0.09282705187797546,0.1228620782494545,0.8052399754524231,0.4063020646572113,0.712167223294576,0.8274028897285461,0.8274028897285461,0.8274028897285461,0.734348714351654,0.7334957122802734,0.0,0.4761083424091339,0.5891721844673157,0.2842310965061188,0.6287955045700073,0.5735974311828613,0.7342427372932434,0.08827067166566849,0.12088368833065033,0.8297320008277893,0.43250343203544617
597.1543989181519,173.74377155303955,0.7149652722089187,0.8275535702705383,0.8275535702705383,0.8275535702705383,0.7287050485610962,0.7281621694564819,0.0,0.5009799599647522,0.6227578520774841,0.2524295449256897,0.6263212561607361,0.5910662412643433,0.7022073268890381,0.10058199614286423,0.12612076103687286,0.8250539302825928,0.4347518980503082,0.7125116149584453,0.8240275382995605,0.8240275382995605,0.8240275382995605,0.7330130338668823,0.7322872877120972,0.0,0.5246449708938599,0.632168710231781,0.2975786030292511,0.6419898867607117,0.5811053514480591,0.7115169763565063,0.09601858258247375,0.12217304110527039,0.8241285681724548,0.4431324601173401
595.7328953742981,170.4195306301117,0.710710337628489,0.8275690674781799,0.8275690674781799,0.8275690674781799,0.7291961908340454,0.7286938428878784,0.0,0.5190634727478027,0.6629171371459961,0.25055980682373047,0.6825478672981262,0.60969477891922,0.6767732501029968,0.10327691584825516,0.1295889914035797,0.8199590444564819,0.44543811678886414,0.7135186950365703,0.8170037865638733,0.8170037865638733,0.8170037865638733,0.7203579545021057,0.7195550203323364,0.0,0.46817338466644287,0.6154884696006775,0.2698218524456024,0.6240627765655518,0.5569183230400085,0.6935798525810242,0.09080056101083755,0.11812350153923035,0.8262732625007629,0.4263242185115814
601.0623931884766,171.5072100162506,0.701946048632912,0.8437934517860413,0.8437934517860413,0.8437934517860413,0.753177285194397,0.7523274421691895,0.0,0.5119428038597107,0.670446515083313,0.28241291642189026,0.6974969506263733,0.6127455234527588,0.7235723733901978,0.11155352741479874,0.13353709876537323,0.8447287678718567,0.4588436186313629,0.7074650724728903,0.8256794214248657,0.8256794214248657,0.8256794214248657,0.7279175519943237,0.7231085896492004,0.0,0.5181742310523987,0.6551042199134827,0.32422637939453125,0.6965795755386353,0.5875688791275024,0.6719960570335388,0.10490134358406067,0.13312304019927979,0.8152950406074524,0.4506968557834625
593.2905921936035,183.96918177604675,0.7019892296065455,0.8419474959373474,0.8419474959373474,0.8419474959373474,0.7506518959999084,0.7499417066574097,0.0,0.5364722609519958,0.6858907341957092,0.2918897867202759,0.6957617402076721,0.616945743560791,0.7158870100975037,0.11028864234685898,0.13530802726745605,0.8390691876411438,0.4627512991428375,0.6977314352989197,0.8316539525985718,0.8316539525985718,0.8316539525985718,0.7430490255355835,0.7424842119216919,0.0,0.5274801254272461,0.6457563638687134,0.3144979178905487,0.7095447182655334,0.5886932611465454,0.7285782098770142,0.10417919605970383,0.12292534857988358,0.8263614773750305,0.45680171251296997
583.1005837917328,179.6474268436432,0.6978558172350344,0.8439466953277588,0.8439466953277588,0.8439466953277588,0.7545334696769714,0.7540202736854553,0.0,0.5414317846298218,0.6908507943153381,0.31464681029319763,0.7092910408973694,0.6220337152481079,0.7203968167304993,0.11649201065301895,0.13621433079242706,0.8393455743789673,0.46907028555870056,0.6947065591812134,0.8450276255607605,0.8450276255607605,0.8450276255607605,0.7617606520652771,0.7609143853187561,0.0,0.5330035090446472,0.6859145760536194,0.3836542069911957,0.6977468132972717,0.6092918515205383,0.7520296573638916,0.10623711347579956,0.11905790865421295,0.8459571003913879,0.4732893109321594
