config_classification_inceptionnetv3_train_time,config_classification_inceptionnetv3_val_time,config_classification_inceptionnetv3_train_loss,config_classification_inceptionnetv3_train_accuracy,config_classification_inceptionnetv3_train_precision,config_classification_inceptionnetv3_train_recall,config_classification_inceptionnetv3_train_mcc,config_classification_inceptionnetv3_train_cohen_kappa,config_classification_inceptionnetv3_val_loss,config_classification_inceptionnetv3_val_accuracy,config_classification_inceptionnetv3_val_precision,config_classification_inceptionnetv3_val_recall,config_classification_inceptionnetv3_val_mcc,config_classification_inceptionnetv3_val_cohen_kappa
297.11564588546753,85.31572341918945,0.3862718596406605,0.878808856010437,0.694767415523529,0.7734627723693848,0.6555683612823486,0.6539967656135559,2.42593188630417,0.7311111092567444,0.3658536672592163,0.5113636255264282,0.2633330821990967,0.25718259811401367
