classification_inceptionnetv3_train_time,classification_inceptionnetv3_val_time,classification_inceptionnetv3_train_loss,classification_inceptionnetv3_train_accuracy,classification_inceptionnetv3_train_precision,classification_inceptionnetv3_train_recall,classification_inceptionnetv3_train_mcc,classification_inceptionnetv3_train_cohen_kappa,classification_inceptionnetv3_val_loss,classification_inceptionnetv3_val_accuracy,classification_inceptionnetv3_val_precision,classification_inceptionnetv3_val_recall,classification_inceptionnetv3_val_mcc,classification_inceptionnetv3_val_cohen_kappa
90.39995241165161,81.62295341491699,0.6228144211428506,0.7544642686843872,0.4491018056869507,0.8064516186714172,0.4590575098991394,0.4230724573135376,0.6337659060955048,0.2244444489479065,0.1958041936159134,0.9545454382896423,0.0028333961963653564,0.0006108283996582031
