classification_xception_bce_train_time,classification_xception_bce_val_time,classification_xception_bce_train_loss,classification_xception_bce_train_accuracy,classification_xception_bce_train_precision,classification_xception_bce_train_recall,classification_xception_bce_train_mcc,classification_xception_bce_train_cohen_kappa,classification_xception_bce_val_loss,classification_xception_bce_val_accuracy,classification_xception_bce_val_precision,classification_xception_bce_val_recall,classification_xception_bce_val_mcc,classification_xception_bce_val_cohen_kappa
276.75016689300537,84.72374844551086,0.2483745314504789,0.9065096974372864,0.791946291923523,0.7637540698051453,0.7186239361763,0.7184348106384277,0.28092384862247854,0.9177777767181396,0.7802197933197021,0.8068181872367859,0.7421588897705078,0.7419964671134949
276.78298139572144,86.5247004032135,0.15084659729314887,0.948060929775238,0.875,0.8834951519966125,0.8461606502532959,0.8461446762084961,0.21593539882451296,0.9244444370269775,0.7872340679168701,0.8409090638160706,0.7665519714355469,0.7658975124359131
283.2538104057312,87.60952854156494,0.12250349832617718,0.9494459629058838,0.8641975522041321,0.9061488509178162,0.8527195453643799,0.8523269295692444,0.2360674710944295,0.9044444561004639,0.7027027010917664,0.8863636255264282,0.7316654324531555,0.7236267328262329
284.156263589859,84.67785930633545,0.08691379921915739,0.9702215790748596,0.9130434989929199,0.9514563083648682,0.913129985332489,0.9128127098083496,0.21619708836078644,0.9133333563804626,0.7425742745399475,0.8522727489471436,0.7419370412826538,0.7391265630722046
281.5487895011902,87.49210858345032,0.10594539822119733,0.9619113802909851,0.8895705342292786,0.938511312007904,0.8895201086997986,0.8889963626861572,0.20680256746709347,0.9155555367469788,0.7976190447807312,0.7613636255264282,0.7272074222564697,0.7269068956375122
282.7822780609131,87.31029868125916,0.08960262078629888,0.9646814465522766,0.9188311696052551,0.9158576130867004,0.8948869109153748,0.8948850035667419,0.21866449411027133,0.9155555367469788,0.7232142686843872,0.9204545617103577,0.7658094167709351,0.7567152380943298
282.53199195861816,86.90154600143433,0.09515151559658673,0.9632964134216309,0.9102563858032227,0.9190938472747803,0.89129239320755,0.8912755846977234,0.21216135937720537,0.9244444370269775,0.79347825050354,0.8295454382896423,0.7642128467559814,0.7639180421829224
279.13632822036743,85.734055519104,0.09321439930278322,0.9722991585731506,0.9297124743461609,0.9417475461959839,0.9180708527565002,0.9180399775505066,0.19914455350954086,0.9200000166893005,0.7549019455909729,0.875,0.7634984850883484,0.760170578956604
279.33624148368835,86.60391783714294,0.09327676479259263,0.9667590260505676,0.9090909361839294,0.938511312007904,0.9025216698646545,0.9023348093032837,0.2680788841607864,0.902222216129303,0.6964285969734192,0.8863636255264282,0.7269343733787537,0.7183018326759338
281.047963142395,85.83659434318542,0.08135139670870874,0.9709141254425049,0.9292604327201843,0.9352750778198242,0.9137474894523621,0.913739800453186,0.26708111888729036,0.9133333563804626,0.7425742745399475,0.8522727489471436,0.7419370412826538,0.7391265630722046
276.19980454444885,86.89370799064636,0.0742810253539811,0.9743767380714417,0.9197530746459961,0.9644013047218323,0.9255781769752502,0.9251520037651062,0.20146894315257668,0.9377777576446533,0.8061224222183228,0.8977272510528564,0.8122539520263672,0.8103894591331482
282.2372040748596,87.49198865890503,0.046594098129350205,0.9833794832229614,0.9523809552192688,0.9708737730979919,0.951010525226593,0.9509389996528625,0.1950189519848209,0.9177777767181396,0.774193525314331,0.8181818127632141,0.7446140050888062,0.7441688776016235
281.9560236930847,87.81004166603088,0.0429409965366611,0.9875346422195435,0.9648562073707581,0.9773463010787964,0.9631503820419312,0.9631180167198181,0.2214079461991787,0.9222221970558167,0.7731958627700806,0.8522727489471436,0.7634364366531372,0.7620055079460144
287.6367676258087,87.47181725502014,0.031291887761377125,0.9896121621131897,0.9741935729980469,0.9773463010787964,0.9691585898399353,0.9691565632820129,0.19864134810632095,0.9222221970558167,0.7623762488365173,0.875,0.7687950134277344,0.7658827900886536
282.3835618495941,86.44362139701843,0.03737209662390144,0.9889196753501892,0.9680511355400085,0.9805825352668762,0.9672484993934631,0.9672160148620605,0.2613164239737671,0.9288889169692993,0.7799999713897705,0.8863636255264282,0.7876369953155518,0.7850745916366577
283.9092860221863,87.8889524936676,0.03161999411152109,0.990304708480835,0.9804560542106628,0.9741100072860718,0.9711191058158875,0.9711108207702637,0.24208218862895592,0.9311110973358154,0.7878788113594055,0.8863636255264282,0.7931214570999146,0.7909360527992249
284.31420040130615,85.34451723098755,0.034098117146641016,0.988227128982544,0.9649681448936462,0.9805825352668762,0.9652583003044128,0.9652077555656433,0.20507298142183572,0.9311110973358154,0.8275862336158752,0.8181818127632141,0.7801198363304138,0.7801002264022827
288.0746786594391,85.64638757705688,0.030566140270346532,0.9875346422195435,0.9739413857460022,0.9676375389099121,0.9628649353981018,0.9628567695617676,0.28801137053142156,0.9155555367469788,0.7358490824699402,0.8863636255264282,0.7561715841293335,0.7508886456489563
