classification_xception_bce_train_time,classification_xception_bce_val_time,classification_xception_bce_train_loss,classification_xception_bce_train_accuracy,classification_xception_bce_train_precision,classification_xception_bce_train_recall,classification_xception_bce_train_mcc,classification_xception_bce_train_cohen_kappa,classification_xception_bce_val_loss,classification_xception_bce_val_accuracy,classification_xception_bce_val_precision,classification_xception_bce_val_recall,classification_xception_bce_val_mcc,classification_xception_bce_val_cohen_kappa
282.3902659416199,85.49602341651917,0.029530779509197757,0.9896121621131897,0.9741935729980469,0.9773463010787964,0.9691585898399353,0.9691565632820129,0.2410791480797343,0.9288889169692993,0.7978723645210266,0.8522727489471436,0.78033447265625,0.7796682715415955
278.49593210220337,85.1939868927002,0.024683709398073996,0.9916897416114807,0.9805825352668762,0.9805825352668762,0.9752961993217468,0.9752961993217468,0.306826604064554,0.9288889169692993,0.7745097875595093,0.8977272510528564,0.7902628779411316,0.786818265914917
281.3329191207886,85.0748348236084,0.021132343443636986,0.9930747747421265,0.9807074069976807,0.9870550036430359,0.9794701337814331,0.9794618487358093,0.318046385422349,0.9244444370269775,0.7647058963775635,0.8863636255264282,0.77688068151474,0.7734944224357605
279.1221148967743,85.15210580825806,0.03003966345694726,0.9916897416114807,0.9837133288383484,0.9773463010787964,0.9752461314201355,0.9752378463745117,0.271047729998827,0.9288889169692993,0.7978723645210266,0.8522727489471436,0.78033447265625,0.7796682715415955
275.97323656082153,85.03721618652344,0.01763137057929745,0.9944598078727722,0.9934425950050354,0.9805825352668762,0.9834864735603333,0.9834528565406799,0.2767593136522919,0.9200000166893005,0.7954545617103577,0.7954545617103577,0.7457308173179626,0.7457307577133179
276.8368363380432,84.10808801651001,0.0257093178528442,0.9930747747421265,0.9807074069976807,0.9870550036430359,0.9794701337814331,0.9794618487358093,0.3464765311451288,0.9266666769981384,0.752293586730957,0.9318181872367859,0.7936040163040161,0.7862263917922974
279.0588068962097,85.97824096679688,0.024281491196471387,0.9916897416114807,0.9805825352668762,0.9805825352668762,0.9752961993217468,0.9752961993217468,0.35212546173715964,0.9244444370269775,0.7647058963775635,0.8863636255264282,0.77688068151474,0.7734944224357605
275.9053270816803,84.96540355682373,0.016993987528384543,0.9930747747421265,0.9807074069976807,0.9870550036430359,0.9794701337814331,0.9794618487358093,0.2545991403167136,0.9399999976158142,0.8279569745063782,0.875,0.8137989044189453,0.8133124113082886
279.18847131729126,85.70730328559875,0.013517335993642717,0.9937673211097717,0.9838709831237793,0.9870550036430359,0.9814960360527039,0.9814939498901367,0.23898680869024247,0.9422222375869751,0.8163265585899353,0.9090909361839294,0.8258287310600281,0.8239330649375916
279.1571795940399,84.44205260276794,0.017837800951067195,0.9930747747421265,0.983818769454956,0.983818769454956,0.9794135093688965,0.9794135093688965,0.30302205638145097,0.9333333373069763,0.8085106611251831,0.8636363744735718,0.7941169738769531,0.7934390306472778
280.10427737236023,88.76605486869812,0.008164064123538201,0.9972299337387085,0.9967426657676697,0.9902912378311157,0.9917543530464172,0.9917459487915039,0.26715077133849263,0.9244444370269775,0.78125,0.8522727489471436,0.7689923048019409,0.7678441405296326
285.9424946308136,84.58330821990967,0.010169760184868685,0.997922420501709,0.9935483932495117,0.9967637658119202,0.9938334226608276,0.9938313364982605,0.2953404266227153,0.9133333563804626,0.75789475440979,0.8181818127632141,0.7334371209144592,0.7325918078422546
