classification_resnet50_dice_train_time,classification_resnet50_dice_val_time,classification_resnet50_dice_train_loss,classification_resnet50_dice_train_accuracy,classification_resnet50_dice_train_precision,classification_resnet50_dice_train_recall,classification_resnet50_dice_train_mcc,classification_resnet50_dice_train_cohen_kappa,classification_resnet50_dice_val_loss,classification_resnet50_dice_val_accuracy,classification_resnet50_dice_val_precision,classification_resnet50_dice_val_recall,classification_resnet50_dice_val_mcc,classification_resnet50_dice_val_cohen_kappa
275.18347454071045,84.9090838432312,0.32971319944962213,0.8337950110435486,0.5782312750816345,0.8252426981925964,0.5889105200767517,0.5723920464515686,0.5370596498250961,0.5088889002799988,0.2805280387401581,0.9659090638160706,0.307579904794693,0.18897104263305664
273.18566846847534,85.56064701080322,0.24082948591398157,0.8912742137908936,0.6979166865348816,0.8673139214515686,0.7102041840553284,0.7030208110809326,0.4580071493983269,0.7222222089767456,0.37748345732688904,0.6477272510528564,0.32596355676651,0.3053325414657593
279.60977935791016,85.6485824584961,0.24471516712852145,0.9023545980453491,0.7857142686843872,0.7475728392601013,0.7048589587211609,0.7045106291770935,0.36043955385684967,0.8622221946716309,0.6857143044471741,0.5454545617103577,0.5304089784622192,0.5253487825393677
272.4407866001129,85.48413729667664,0.1784906594649605,0.9189750552177429,0.7580645084381104,0.9126213788986206,0.781489908695221,0.7757728099822998,0.23275330662727356,0.8866666555404663,0.6761904954910278,0.8068181872367859,0.668524444103241,0.6643264293670654
273.79437947273254,83.39344215393066,0.1713937002679576,0.9252077341079712,0.791304349899292,0.8834951519966125,0.7887037396430969,0.7867078185081482,0.43691521883010864,0.7088888883590698,0.39408865571022034,0.9090909361839294,0.45378419756889343,0.3809203505516052
277.0509536266327,85.6747465133667,0.1795757205589958,0.9203600883483887,0.7771428823471069,0.8802589178085327,0.7766806483268738,0.7741589546203613,0.4050840213894844,0.7266666889190674,0.41545894742012024,0.9772727489471436,0.5117181539535522,0.42534106969833374
274.1028678417206,84.37088704109192,0.18784618636836176,0.9196676015853882,0.7829912304878235,0.8640776872634888,0.7714245915412903,0.7698684930801392,0.39948058873414993,0.8822222352027893,0.8723404407501221,0.46590909361839294,0.5827253460884094,0.5455238819122314
274.1076009273529,85.35463547706604,0.17483743636504465,0.9252077341079712,0.800000011920929,0.8673139214515686,0.7853305339813232,0.784270703792572,0.5217474699020386,0.8666666746139526,0.8333333134651184,0.39772728085517883,0.5159181952476501,0.47170698642730713
277.46885681152344,85.51391363143921,0.1721381830132526,0.9272853136062622,0.8017751574516296,0.8770226240158081,0.7923009991645813,0.7909796833992004,0.5839170441031456,0.8577777743339539,0.9285714030265808,0.2954545319080353,0.47605055570602417,0.3907598853111267
277.1985092163086,84.37871313095093,0.1604490383811619,0.9279778599739075,0.7887324094772339,0.9061488509178162,0.800136923789978,0.7969019412994385,0.1975892186164856,0.9044444561004639,0.7064220309257507,0.875,0.7282162308692932,0.7214465141296387
