classification_resnet50_bce_train_time,classification_resnet50_bce_val_time,classification_resnet50_bce_train_loss,classification_resnet50_bce_train_accuracy,classification_resnet50_bce_train_precision,classification_resnet50_bce_train_recall,classification_resnet50_bce_train_mcc,classification_resnet50_bce_train_cohen_kappa,classification_resnet50_bce_val_loss,classification_resnet50_bce_val_accuracy,classification_resnet50_bce_val_precision,classification_resnet50_bce_val_recall,classification_resnet50_bce_val_mcc,classification_resnet50_bce_val_cohen_kappa
286.6795446872711,86.78900170326233,0.2574921833432239,0.9072022438049316,0.8277153372764587,0.7152103781700134,0.7127418518066406,0.7097870111465454,3.8070214986801147,0.5155555605888367,0.281879186630249,0.9545454382896423,0.3047424852848053,0.19094115495681763
285.54201340675354,88.0427496433258,0.20108191604199616,0.9203600883483887,0.8149350881576538,0.8122977614402771,0.7629776000976562,0.7629759311676025,0.33467548608314246,0.8866666555404663,0.6504064798355103,0.9090909361839294,0.7033389806747437,0.6869117021560669
283.12164974212646,87.8590567111969,0.19872724912736728,0.9224376678466797,0.8505337834358215,0.7734627723693848,0.762925922870636,0.7615693211555481,1.251000702381134,0.8422222137451172,0.8399999737739563,0.23863635957241058,0.39407411217689514,0.31216365098953247
285.48996138572693,85.78211545944214,0.16778695178420647,0.93282550573349,0.8557047247886658,0.8252426981925964,0.7979001998901367,0.7976901531219482,0.518128301948309,0.8711110949516296,0.9411764740943909,0.3636363744735718,0.5374372601509094,0.46643227338790894
282.40762853622437,87.03702449798584,0.14669409523839536,0.9418282508850098,0.8712871074676514,0.8543689250946045,0.8259066343307495,0.8258427381515503,1.1802682131528854,0.8666666746139526,0.7692307829856873,0.4545454680919647,0.5228090882301331,0.4985886216163635
279.5846359729767,84.66558337211609,0.15440644210447435,0.93282550573349,0.8533333539962769,0.828478991985321,0.798311710357666,0.7981717586517334,0.28524318151175976,0.8933333158493042,0.6818181872367859,0.8522727489471436,0.6973401308059692,0.690278172492981
277.59433364868164,85.22129034996033,0.1350408779538196,0.9508309960365295,0.8914473652839661,0.8770226240158081,0.8530157208442688,0.8529700040817261,0.22815215215086937,0.9133333563804626,0.7816091775894165,0.7727272510528564,0.7233701348304749,0.7233519554138184
277.5819947719574,85.06311416625977,0.13415105721872786,0.9515235424041748,0.8842443823814392,0.8899676203727722,0.8562402129173279,0.8562330007553101,0.19265167135745287,0.9111111164093018,0.75,0.8181818127632141,0.72796231508255,0.7268754243850708
279.98726773262024,85.95388340950012,0.12823566940167677,0.9522160887718201,0.8896104097366333,0.8867313861846924,0.8577874302864075,0.8577855825424194,0.4524211175739765,0.8911111354827881,0.8823529481887817,0.5113636255264282,0.6190762519836426,0.5884197354316711
276.54692006111145,83.63113474845886,0.14887736025063888,0.9362881183624268,0.8534201979637146,0.8478964567184448,0.8101637959480286,0.8101569414138794,1.926011100411415,0.8111110925674438,1.0,0.034090910106897354,0.16615745425224304,0.05373305082321167
282.96928548812866,83.82075214385986,0.12445645876552748,0.9466758966445923,0.8717948794364929,0.8802589178085327,0.8420577645301819,0.8420418500900269,0.21632036357186735,0.9155555367469788,0.7118644118309021,0.9545454382896423,0.7760655879974365,0.7622754573822021
274.53930258750916,85.56704044342041,0.10888920003629249,0.9612188339233398,0.9041533470153809,0.9158576130867004,0.8852857351303101,0.8852559924125671,0.5302461516112089,0.855555534362793,0.5815602540969849,0.9318181872367859,0.6574153304100037,0.6261216402053833
276.4622702598572,85.87085366249084,0.16497711270399715,0.930747926235199,0.8615916967391968,0.8058252334594727,0.789871871471405,0.7891693711280823,0.6848991326987743,0.8399999737739563,0.7857142686843872,0.25,0.38327327370643616,0.31460481882095337
284.51952290534973,84.69242262840271,0.1397367218590301,0.945983350276947,0.8786885142326355,0.8673139214515686,0.8386939167976379,0.838665246963501,0.5190027914941311,0.855555534362793,0.7346938848495483,0.40909090638160706,0.47516337037086487,0.44838380813598633
277.3474192619324,83.99212789535522,0.12461524505330168,0.9473684430122375,0.8745980858802795,0.8802589178085327,0.8439172506332397,0.8439100980758667,0.3261384880170226,0.9111111164093018,0.807692289352417,0.7159090638160706,0.7067098617553711,0.7047824859619141
275.5032091140747,83.5313491821289,0.14384742016377655,0.9494459629058838,0.8933333158493042,0.8673139214515686,0.8482573628425598,0.8481086492538452,0.26646904402878135,0.9222221970558167,0.8117647171020508,0.7840909361839294,0.7497354745864868,0.7495627403259277
272.8889126777649,82.7555661201477,0.12529635737123695,0.9549861550331116,0.8910256624221802,0.8996763825416565,0.866675078868866,0.8666586875915527,0.19674056209623814,0.9133333563804626,0.9152542352676392,0.6136363744735718,0.7048637866973877,0.68529212474823
274.16682624816895,82.30167818069458,0.11447946873048077,0.9577562212944031,0.9078947305679321,0.893203854560852,0.8737252950668335,0.87367844581604,0.2697701696306467,0.9177777767181396,0.8227847814559937,0.7386363744735718,0.7297427654266357,0.7281454801559448
273.1752953529358,82.47637438774109,0.09886226276664631,0.9667590260505676,0.9250814318656921,0.9190938472747803,0.9009590744972229,0.9009514451026917,0.1597175335045904,0.9333333373069763,0.7685185074806213,0.9431818127632141,0.8117873668670654,0.8048907518386841
273.3243224620819,83.10898065567017,0.08638741440423157,0.9709141254425049,0.9265175461769104,0.938511312007904,0.9139727354049683,0.9139419794082642,0.28997140750288963,0.8999999761581421,0.7263157963752747,0.7840909361839294,0.6922498941421509,0.6914520859718323
