classification_inceptionnetv3_train_time,classification_inceptionnetv3_val_time,classification_inceptionnetv3_train_loss,classification_inceptionnetv3_train_accuracy,classification_inceptionnetv3_train_precision,classification_inceptionnetv3_train_recall,classification_inceptionnetv3_train_mcc,classification_inceptionnetv3_train_cohen_kappa,classification_inceptionnetv3_val_loss,classification_inceptionnetv3_val_accuracy,classification_inceptionnetv3_val_precision,classification_inceptionnetv3_val_recall,classification_inceptionnetv3_val_mcc,classification_inceptionnetv3_val_cohen_kappa
90.25630497932434,82.10490918159485,0.6067141975675311,0.765625,0.46385541558265686,0.8279569745063782,0.48477819561958313,0.4476020336151123,0.6676507666707039,0.2644444406032562,0.17771883308887482,0.7613636255264282,-0.10219772160053253,-0.04235196113586426
