segmentation_pspnet_train_time,segmentation_pspnet_val_time,segmentation_pspnet_train_loss,segmentation_pspnet_train_accuracy,segmentation_pspnet_train_precision,segmentation_pspnet_train_recall,segmentation_pspnet_train_mcc,segmentation_pspnet_train_cohen_kappa,segmentation_pspnet_train_iou_0,segmentation_pspnet_train_iou_1,segmentation_pspnet_train_iou_2,segmentation_pspnet_train_iou_3,segmentation_pspnet_train_iou_4,segmentation_pspnet_train_iou_5,segmentation_pspnet_train_iou_6,segmentation_pspnet_train_iou_7,segmentation_pspnet_train_iou_8,segmentation_pspnet_train_iou_9,segmentation_pspnet_train_iou_mean,segmentation_pspnet_val_loss,segmentation_pspnet_val_accuracy,segmentation_pspnet_val_precision,segmentation_pspnet_val_recall,segmentation_pspnet_val_mcc,segmentation_pspnet_val_cohen_kappa,segmentation_pspnet_val_iou_0,segmentation_pspnet_val_iou_1,segmentation_pspnet_val_iou_2,segmentation_pspnet_val_iou_3,segmentation_pspnet_val_iou_4,segmentation_pspnet_val_iou_5,segmentation_pspnet_val_iou_6,segmentation_pspnet_val_iou_7,segmentation_pspnet_val_iou_8,segmentation_pspnet_val_iou_9,segmentation_pspnet_val_iou_mean
139.93151998519897,137.42051458358765,0.8911795105252948,0.5457151532173157,0.5457151532173157,0.5457151532173157,0.3919912576675415,0.380557119846344,0.004472170025110245,0.10704192519187927,0.19361047446727753,0.06262559443712234,0.2476392388343811,0.33350884914398193,0.3732275068759918,0.0023722772020846605,0.006774988491088152,0.5351865291595459,0.186645969748497,0.9037627875804901,0.5400760173797607,0.5400760173797607,0.5400760173797607,0.446980744600296,0.4093818664550781,0.0004330171796027571,0.0940738171339035,0.21410904824733734,2.0517711163847707e-05,0.28208962082862854,0.45427069067955017,0.4258086383342743,0.0,0.002966187661513686,0.4204588234424591,0.18942303955554962
